, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 
IC24, 13.0, 28.0, 5.0, 51.0, 70.0, 27.0, 0.0, 53.0, 76.0, 45.0, 80.0, 1.0, 42.0, 86.0, 87.0, 52.0, 75.0, 19.0, 38.0, 7.0, 85.0, 82.0, 87.0, 96.0, 99.0, 89.0, 15.0, 8.0, 13.0, 20.0, 75.0, 81.0, 50.0, 77.0, 56.0, 25.0, 48.0, 83.0, 74.0, 54.0, 78.0, 97.0, 50.0, 44.0, 51.0, 49.0, 53.0, 47.0, 27.0, 31.0, 6.0, 2.0, 28.0, 19.0, 43.0, 91.0, 52.0, 55.0, 17.0, 18.0, 52.0, 6.0, 63.0, 26.0, 36.0, 5.0, 16.0, 45.0, 26.0, 28.0, 11.0, 11.0, 23.0, 33.0, 84.0, 2.0, 55.0, 69.0, 61.0, 79.0, 71.0, 9.0, 67.0, 86.0, 93.0, 98.0, 94.0, 86.0, 79.0, 10.0, 77.0, 62.0, 61.0, 27.0, 18.0, 93.0, 81.0, 94.0, 41.0, 94.0, 60.0, 80.0, 53.0, 26.0, 3.0, 99.0, 95.0, 37.0, 30.0, 68.0, 78.0, 12.0, 61.0, 39.0, 2.0, 1.0, 0.0, 4.0, 32.0, 12.0, 56.0, 30.0, 65.0, 40.0, 5.0, 12.0, 34.0, 43.0, 68.0, 93.0, 38.0, 3.0, 44.0, 63.0, 29.0, 55.0, 31.0, 14.0, 76.0, 64.0, 35.0, 63.0, 38.0, 50.0, 88.0, 69.0, 88.0, 29.0, 20.0, 6.0, 18.0, 45.0, 57.0, 80.0, 95.0, 72.0, 78.0, 70.0, 76.0, 66.0, 95.0, 43.0, 62.0, 30.0, 20.0, 88.0, 87.0, 54.0, 3.0, 73.0, 37.0, 37.0, 21.0, 4.0, 29.0, 51.0, 36.0, 81.0, 24.0, 13.0, 90.0, 62.0, 59.0, 44.0, 31.0, 92.0, 70.0, 68.0, 1.0, 22.0, 58.0, 25.0, 19.0, 69.0, 36.0, 54.0, 11.0, 56.0, 77.0, 25.0, 4.0, 79.0, 46.0, 75.0, 
IC26, 3.0, 50.0, 43.0, 65.0, 41.0, 20.0, 61.0, 18.0, 55.0, 12.0, 32.0, 84.0, 43.0, 50.0, 61.0, 59.0, 72.0, 13.0, 68.0, 69.0, 58.0, 95.0, 93.0, 96.0, 33.0, 12.0, 0.0, 5.0, 64.0, 77.0, 11.0, 67.0, 49.0, 27.0, 60.0, 34.0, 73.0, 15.0, 11.0, 36.0, 6.0, 28.0, 37.0, 27.0, 81.0, 60.0, 53.0, 76.0, 58.0, 45.0, 75.0, 50.0, 54.0, 82.0, 66.0, 83.0, 55.0, 85.0, 92.0, 36.0, 94.0, 85.0, 70.0, 5.0, 42.0, 76.0, 3.0, 68.0, 42.0, 2.0, 49.0, 52.0, 59.0, 44.0, 74.0, 0.0, 2.0, 2.0, 19.0, 1.0, 6.0, 34.0, 48.0, 74.0, 4.0, 17.0, 87.0, 32.0, 46.0, 62.0, 75.0, 97.0, 90.0, 86.0, 57.0, 84.0, 86.0, 18.0, 67.0, 37.0, 92.0, 18.0, 55.0, 93.0, 20.0, 51.0, 1.0, 3.0, 26.0, 1.0, 56.0, 63.0, 14.0, 75.0, 33.0, 76.0, 89.0, 47.0, 91.0, 91.0, 29.0, 16.0, 25.0, 24.0, 66.0, 57.0, 60.0, 92.0, 55.0, 35.0, 88.0, 30.0, 44.0, 93.0, 4.0, 8.0, 58.0, 37.0, 21.0, 79.0, 40.0, 32.0, 51.0, 31.0, 78.0, 13.0, 66.0, 19.0, 12.0, 23.0, 33.0, 10.0, 35.0, 22.0, 49.0, 31.0, 68.0, 20.0, 56.0, 4.0, 34.0, 27.0, 5.0, 19.0, 38.0, 79.0, 25.0, 84.0, 78.0, 79.0, 97.0, 78.0, 73.0, 86.0, 73.0, 91.0, 56.0, 42.0, 80.0, 67.0, 85.0, 74.0, 44.0, 59.0, 9.0, 71.0, 7.0, 39.0, 77.0, 6.0, 43.0, 25.0, 26.0, 51.0, 11.0, 31.0, 57.0, 31.0, 77.0, 26.0, 35.0, 36.0, 13.0, 61.0, 
IC27, 28.0, 35.0, 78.0, 76.0, 44.0, 53.0, 64.0, 35.0, 60.0, 67.0, 69.0, 62.0, 30.0, 67.0, 61.0, 88.0, 42.0, 62.0, 68.0, 71.0, 77.0, 84.0, 80.0, 79.0, 0.0, 3.0, 6.0, 3.0, 4.0, 3.0, 5.0, 53.0, 45.0, 19.0, 13.0, 44.0, 46.0, 25.0, 19.0, 28.0, 24.0, 42.0, 60.0, 73.0, 61.0, 29.0, 68.0, 43.0, 37.0, 77.0, 86.0, 80.0, 94.0, 93.0, 85.0, 25.0, 9.0, 67.0, 86.0, 55.0, 62.0, 93.0, 92.0, 54.0, 27.0, 25.0, 51.0, 52.0, 56.0, 63.0, 36.0, 50.0, 74.0, 83.0, 4.0, 27.0, 48.0, 51.0, 58.0, 1.0, 2.0, 39.0, 30.0, 34.0, 2.0, 16.0, 31.0, 11.0, 43.0, 72.0, 59.0, 13.0, 10.0, 50.0, 92.0, 98.0, 97.0, 95.0, 94.0, 24.0, 43.0, 41.0, 93.0, 85.0, 1.0, 5.0, 15.0, 92.0, 7.0, 0.0, 12.0, 5.0, 6.0, 36.0, 18.0, 33.0, 49.0, 17.0, 55.0, 78.0, 14.0, 18.0, 50.0, 82.0, 89.0, 86.0, 74.0, 75.0, 52.0, 44.0, 57.0, 78.0, 87.0, 79.0, 90.0, 81.0, 76.0, 69.0, 80.0, 69.0, 38.0, 75.0, 68.0, 66.0, 49.0, 8.0, 17.0, 27.0, 37.0, 17.0, 11.0, 2.0, 1.0, 11.0, 13.0, 49.0, 54.0, 37.0, 30.0, 6.0, 22.0, 17.0, 26.0, 42.0, 53.0, 76.0, 60.0, 91.0, 87.0, 74.0, 94.0, 77.0, 79.0, 85.0, 52.0, 26.0, 23.0, 61.0, 40.0, 51.0, 65.0, 70.0, 87.0, 75.0, 29.0, 26.0, 12.0, 54.0, 35.0, 18.0, 29.0, 24.0, 32.0, 4.0, 19.0, 12.0, 21.0, 20.0, 36.0, 28.0, 47.0, 55.0, 96.0, 98.0, 
IC29, 51.0, 70.0, 76.0, 85.0, 65.0, 72.0, 56.0, 48.0, 77.0, 28.0, 4.0, 3.0, 53.0, 69.0, 67.0, 18.0, 13.0, 25.0, 53.0, 46.0, 95.0, 94.0, 77.0, 51.0, 1.0, 0.0, 3.0, 4.0, 5.0, 7.0, 32.0, 75.0, 28.0, 29.0, 26.0, 53.0, 90.0, 97.0, 98.0, 86.0, 43.0, 80.0, 55.0, 30.0, 5.0, 10.0, 52.0, 38.0, 31.0, 89.0, 96.0, 95.0, 99.0, 92.0, 93.0, 93.0, 30.0, 45.0, 19.0, 2.0, 31.0, 54.0, 80.0, 49.0, 24.0, 18.0, 56.0, 87.0, 34.0, 0.0, 1.0, 23.0, 78.0, 68.0, 5.0, 8.0, 2.0, 29.0, 54.0, 57.0, 68.0, 54.0, 38.0, 12.0, 6.0, 16.0, 26.0, 42.0, 51.0, 19.0, 62.0, 43.0, 61.0, 70.0, 75.0, 84.0, 63.0, 73.0, 83.0, 91.0, 79.0, 74.0, 86.0, 36.0, 43.0, 60.0, 41.0, 81.0, 62.0, 33.0, 61.0, 40.0, 36.0, 47.0, 37.0, 69.0, 37.0, 37.0, 63.0, 21.0, 11.0, 44.0, 28.0, 45.0, 66.0, 52.0, 78.0, 64.0, 18.0, 56.0, 80.0, 88.0, 95.0, 76.0, 38.0, 86.0, 94.0, 61.0, 58.0, 15.0, 3.0, 27.0, 20.0, 27.0, 25.0, 17.0, 11.0, 4.0, 2.0, 13.0, 9.0, 25.0, 6.0, 13.0, 44.0, 69.0, 50.0, 76.0, 71.0, 31.0, 79.0, 79.0, 87.0, 93.0, 99.0, 88.0, 62.0, 55.0, 35.0, 44.0, 45.0, 6.0, 63.0, 50.0, 22.0, 11.0, 1.0, 20.0, 70.0, 81.0, 88.0, 77.0, 55.0, 36.0, 81.0, 78.0, 19.0, 50.0, 12.0, 68.0, 87.0, 75.0, 94.0, 82.0, 29.0, 30.0, 39.0, 59.0, 26.0, 12.0, 52.0, 27.0, 14.0, 20.0, 
IC31, 31.0, 69.0, 44.0, 52.0, 25.0, 4.0, 50.0, 31.0, 71.0, 2.0, 13.0, 75.0, 41.0, 18.0, 43.0, 26.0, 37.0, 36.0, 87.0, 90.0, 85.0, 82.0, 80.0, 88.0, 10.0, 36.0, 61.0, 76.0, 95.0, 97.0, 86.0, 45.0, 5.0, 12.0, 36.0, 34.0, 53.0, 29.0, 23.0, 62.0, 55.0, 44.0, 70.0, 52.0, 84.0, 54.0, 80.0, 74.0, 19.0, 57.0, 60.0, 16.0, 37.0, 70.0, 76.0, 49.0, 25.0, 53.0, 50.0, 2.0, 56.0, 51.0, 38.0, 28.0, 62.0, 46.0, 3.0, 20.0, 5.0, 0.0, 11.0, 26.0, 24.0, 18.0, 38.0, 55.0, 99.0, 99.0, 73.0, 0.0, 3.0, 81.0, 91.0, 94.0, 72.0, 67.0, 45.0, 6.0, 4.0, 33.0, 78.0, 87.0, 45.0, 56.0, 86.0, 94.0, 93.0, 58.0, 93.0, 88.0, 94.0, 14.0, 50.0, 59.0, 56.0, 68.0, 15.0, 92.0, 87.0, 30.0, 77.0, 20.0, 7.0, 13.0, 1.0, 5.0, 18.0, 1.0, 11.0, 31.0, 9.0, 43.0, 29.0, 1.0, 39.0, 44.0, 69.0, 98.0, 55.0, 32.0, 66.0, 79.0, 89.0, 96.0, 53.0, 47.0, 52.0, 25.0, 54.0, 95.0, 38.0, 6.0, 21.0, 11.0, 61.0, 28.0, 17.0, 2.0, 8.0, 28.0, 77.0, 63.0, 76.0, 27.0, 27.0, 30.0, 95.0, 86.0, 83.0, 40.0, 78.0, 61.0, 22.0, 54.0, 81.0, 93.0, 35.0, 70.0, 79.0, 30.0, 62.0, 12.0, 63.0, 64.0, 51.0, 78.0, 12.0, 51.0, 63.0, 69.0, 88.0, 13.0, 19.0, 80.0, 77.0, 75.0, 4.0, 20.0, 68.0, 37.0, 42.0, 6.0, 29.0, 79.0, 26.0, 3.0, 19.0, 27.0, 65.0, 48.0, 81.0, 75.0, 43.0, 68.0, 
IC33, 39.0, 41.0, 77.0, 69.0, 37.0, 4.0, 24.0, 36.0, 43.0, 80.0, 30.0, 33.0, 1.0, 65.0, 75.0, 86.0, 68.0, 92.0, 71.0, 66.0, 16.0, 94.0, 87.0, 50.0, 3.0, 4.0, 1.0, 53.0, 13.0, 38.0, 63.0, 62.0, 60.0, 34.0, 80.0, 97.0, 95.0, 69.0, 27.0, 14.0, 38.0, 30.0, 54.0, 62.0, 50.0, 37.0, 19.0, 23.0, 85.0, 76.0, 79.0, 81.0, 53.0, 70.0, 76.0, 62.0, 12.0, 1.0, 6.0, 26.0, 70.0, 87.0, 29.0, 52.0, 58.0, 80.0, 63.0, 68.0, 89.0, 94.0, 61.0, 12.0, 2.0, 0.0, 0.0, 11.0, 20.0, 9.0, 27.0, 26.0, 6.0, 49.0, 64.0, 35.0, 36.0, 61.0, 81.0, 76.0, 77.0, 96.0, 87.0, 99.0, 93.0, 91.0, 88.0, 55.0, 83.0, 44.0, 28.0, 3.0, 13.0, 10.0, 3.0, 11.0, 56.0, 51.0, 50.0, 77.0, 86.0, 82.0, 63.0, 54.0, 51.0, 47.0, 55.0, 18.0, 27.0, 8.0, 4.0, 70.0, 57.0, 25.0, 37.0, 30.0, 28.0, 79.0, 19.0, 31.0, 78.0, 6.0, 52.0, 81.0, 52.0, 25.0, 78.0, 79.0, 78.0, 88.0, 45.0, 59.0, 44.0, 55.0, 93.0, 86.0, 44.0, 22.0, 61.0, 75.0, 72.0, 17.0, 43.0, 11.0, 56.0, 67.0, 28.0, 5.0, 29.0, 25.0, 20.0, 13.0, 5.0, 26.0, 2.0, 32.0, 48.0, 12.0, 5.0, 51.0, 95.0, 74.0, 95.0, 99.0, 93.0, 98.0, 53.0, 45.0, 73.0, 18.0, 31.0, 69.0, 54.0, 75.0, 56.0, 94.0, 84.0, 42.0, 21.0, 2.0, 36.0, 45.0, 15.0, 31.0, 7.0, 20.0, 29.0, 46.0, 19.0, 43.0, 68.0, 88.0, 90.0, 38.0, 40.0, 18.0, 
IC36, 95.0, 68.0, 53.0, 19.0, 36.0, 81.0, 94.0, 93.0, 60.0, 15.0, 3.0, 13.0, 93.0, 77.0, 26.0, 16.0, 22.0, 69.0, 76.0, 75.0, 80.0, 46.0, 18.0, 11.0, 33.0, 30.0, 69.0, 52.0, 59.0, 77.0, 50.0, 41.0, 43.0, 9.0, 2.0, 4.0, 12.0, 51.0, 18.0, 48.0, 54.0, 50.0, 63.0, 45.0, 18.0, 38.0, 32.0, 31.0, 79.0, 90.0, 61.0, 92.0, 66.0, 72.0, 83.0, 43.0, 38.0, 38.0, 53.0, 63.0, 55.0, 88.0, 58.0, 88.0, 36.0, 26.0, 51.0, 13.0, 27.0, 13.0, 2.0, 24.0, 12.0, 1.0, 0.0, 80.0, 77.0, 69.0, 68.0, 20.0, 44.0, 86.0, 43.0, 37.0, 85.0, 55.0, 56.0, 61.0, 94.0, 98.0, 97.0, 82.0, 86.0, 99.0, 96.0, 87.0, 56.0, 87.0, 71.0, 81.0, 7.0, 10.0, 23.0, 1.0, 20.0, 3.0, 3.0, 25.0, 51.0, 42.0, 5.0, 28.0, 31.0, 11.0, 14.0, 0.0, 2.0, 6.0, 20.0, 29.0, 6.0, 45.0, 64.0, 76.0, 84.0, 79.0, 74.0, 27.0, 62.0, 91.0, 88.0, 95.0, 93.0, 62.0, 45.0, 47.0, 80.0, 26.0, 28.0, 17.0, 44.0, 54.0, 89.0, 78.0, 25.0, 27.0, 19.0, 37.0, 56.0, 29.0, 44.0, 75.0, 78.0, 87.0, 78.0, 75.0, 86.0, 99.0, 63.0, 68.0, 65.0, 73.0, 70.0, 79.0, 53.0, 25.0, 31.0, 5.0, 1.0, 8.0, 4.0, 6.0, 28.0, 4.0, 5.0, 11.0, 21.0, 36.0, 52.0, 62.0, 40.0, 34.0, 30.0, 57.0, 61.0, 37.0, 29.0, 30.0, 39.0, 49.0, 12.0, 50.0, 67.0, 81.0, 70.0, 35.0, 76.0, 55.0, 19.0, 54.0, 52.0, 95.0, 94.0, 70.0, 
IC37, 11.0, 63.0, 67.0, 70.0, 43.0, 21.0, 54.0, 37.0, 62.0, 16.0, 3.0, 18.0, 6.0, 9.0, 12.0, 4.0, 25.0, 19.0, 69.0, 86.0, 88.0, 90.0, 38.0, 58.0, 51.0, 59.0, 36.0, 99.0, 98.0, 97.0, 69.0, 93.0, 53.0, 20.0, 31.0, 25.0, 77.0, 73.0, 53.0, 91.0, 20.0, 74.0, 83.0, 52.0, 81.0, 51.0, 29.0, 77.0, 20.0, 31.0, 38.0, 35.0, 45.0, 68.0, 22.0, 6.0, 0.0, 1.0, 18.0, 4.0, 11.0, 38.0, 44.0, 56.0, 25.0, 79.0, 55.0, 86.0, 93.0, 62.0, 72.0, 42.0, 54.0, 54.0, 1.0, 52.0, 33.0, 23.0, 93.0, 51.0, 70.0, 88.0, 78.0, 95.0, 77.0, 19.0, 19.0, 1.0, 6.0, 8.0, 27.0, 61.0, 14.0, 56.0, 41.0, 66.0, 44.0, 44.0, 89.0, 29.0, 61.0, 28.0, 57.0, 80.0, 95.0, 78.0, 50.0, 87.0, 99.0, 81.0, 76.0, 87.0, 30.0, 30.0, 15.0, 52.0, 68.0, 48.0, 88.0, 87.0, 64.0, 94.0, 13.0, 2.0, 39.0, 17.0, 7.0, 47.0, 3.0, 0.0, 26.0, 37.0, 28.0, 62.0, 4.0, 34.0, 70.0, 5.0, 12.0, 31.0, 5.0, 27.0, 80.0, 32.0, 50.0, 27.0, 76.0, 55.0, 75.0, 26.0, 78.0, 49.0, 86.0, 45.0, 85.0, 28.0, 75.0, 45.0, 53.0, 26.0, 36.0, 60.0, 69.0, 96.0, 84.0, 82.0, 80.0, 95.0, 75.0, 24.0, 37.0, 2.0, 30.0, 71.0, 68.0, 92.0, 36.0, 65.0, 94.0, 29.0, 13.0, 5.0, 2.0, 56.0, 63.0, 50.0, 10.0, 40.0, 79.0, 55.0, 76.0, 79.0, 46.0, 94.0, 11.0, 63.0, 81.0, 12.0, 18.0, 43.0, 43.0, 61.0, 3.0, 13.0, 
IC38, 56.0, 44.0, 45.0, 62.0, 10.0, 16.0, 31.0, 50.0, 38.0, 45.0, 38.0, 26.0, 79.0, 90.0, 82.0, 52.0, 78.0, 83.0, 86.0, 45.0, 54.0, 51.0, 43.0, 54.0, 27.0, 2.0, 1.0, 5.0, 19.0, 4.0, 2.0, 35.0, 48.0, 80.0, 80.0, 94.0, 99.0, 95.0, 78.0, 39.0, 20.0, 79.0, 55.0, 37.0, 13.0, 18.0, 23.0, 31.0, 72.0, 76.0, 46.0, 53.0, 67.0, 38.0, 12.0, 1.0, 0.0, 18.0, 81.0, 92.0, 93.0, 99.0, 95.0, 47.0, 42.0, 88.0, 94.0, 97.0, 98.0, 79.0, 61.0, 66.0, 43.0, 5.0, 0.0, 6.0, 6.0, 30.0, 41.0, 2.0, 3.0, 21.0, 19.0, 3.0, 4.0, 36.0, 81.0, 68.0, 85.0, 88.0, 94.0, 70.0, 36.0, 70.0, 87.0, 93.0, 76.0, 68.0, 64.0, 61.0, 36.0, 32.0, 77.0, 71.0, 96.0, 65.0, 20.0, 18.0, 13.0, 3.0, 1.0, 11.0, 12.0, 6.0, 8.0, 55.0, 91.0, 88.0, 93.0, 54.0, 11.0, 24.0, 20.0, 69.0, 75.0, 62.0, 89.0, 80.0, 51.0, 62.0, 50.0, 53.0, 74.0, 44.0, 12.0, 52.0, 86.0, 34.0, 63.0, 70.0, 30.0, 53.0, 49.0, 63.0, 26.0, 19.0, 9.0, 11.0, 29.0, 26.0, 28.0, 43.0, 31.0, 59.0, 95.0, 84.0, 40.0, 55.0, 22.0, 7.0, 27.0, 30.0, 61.0, 69.0, 37.0, 5.0, 17.0, 75.0, 56.0, 86.0, 60.0, 44.0, 87.0, 63.0, 33.0, 52.0, 73.0, 58.0, 77.0, 56.0, 28.0, 15.0, 25.0, 29.0, 50.0, 14.0, 13.0, 81.0, 69.0, 51.0, 25.0, 28.0, 68.0, 77.0, 37.0, 75.0, 87.0, 78.0, 29.0, 27.0, 76.0, 57.0, 4.0, 25.0, 
IC41, 35.0, 28.0, 40.0, 76.0, 38.0, 31.0, 8.0, 44.0, 68.0, 27.0, 31.0, 20.0, 76.0, 47.0, 18.0, 27.0, 86.0, 93.0, 75.0, 20.0, 77.0, 61.0, 69.0, 93.0, 99.0, 55.0, 25.0, 27.0, 10.0, 42.0, 74.0, 88.0, 39.0, 26.0, 28.0, 43.0, 13.0, 2.0, 3.0, 33.0, 68.0, 96.0, 87.0, 75.0, 50.0, 38.0, 36.0, 94.0, 30.0, 2.0, 3.0, 5.0, 54.0, 61.0, 20.0, 30.0, 12.0, 61.0, 80.0, 95.0, 98.0, 54.0, 57.0, 37.0, 45.0, 75.0, 81.0, 95.0, 78.0, 29.0, 63.0, 51.0, 13.0, 45.0, 97.0, 4.0, 53.0, 87.0, 53.0, 11.0, 19.0, 1.0, 0.0, 1.0, 0.0, 36.0, 38.0, 70.0, 92.0, 7.0, 55.0, 22.0, 51.0, 82.0, 44.0, 90.0, 77.0, 76.0, 64.0, 88.0, 81.0, 80.0, 55.0, 63.0, 5.0, 86.0, 56.0, 4.0, 12.0, 31.0, 52.0, 9.0, 58.0, 71.0, 62.0, 88.0, 70.0, 94.0, 99.0, 83.0, 91.0, 73.0, 16.0, 25.0, 21.0, 5.0, 44.0, 36.0, 26.0, 30.0, 11.0, 1.0, 15.0, 48.0, 41.0, 84.0, 25.0, 4.0, 19.0, 6.0, 37.0, 94.0, 28.0, 18.0, 49.0, 69.0, 62.0, 14.0, 59.0, 56.0, 45.0, 79.0, 95.0, 79.0, 81.0, 46.0, 18.0, 43.0, 63.0, 53.0, 66.0, 60.0, 67.0, 32.0, 12.0, 77.0, 85.0, 34.0, 29.0, 80.0, 43.0, 52.0, 68.0, 24.0, 37.0, 50.0, 89.0, 72.0, 3.0, 2.0, 51.0, 86.0, 70.0, 11.0, 23.0, 79.0, 87.0, 93.0, 29.0, 6.0, 54.0, 56.0, 52.0, 50.0, 62.0, 69.0, 19.0, 13.0, 26.0, 6.0, 17.0, 78.0, 65.0, 78.0, 
IC42, 50.0, 21.0, 10.0, 43.0, 34.0, 54.0, 68.0, 27.0, 50.0, 43.0, 54.0, 50.0, 32.0, 28.0, 33.0, 31.0, 68.0, 80.0, 77.0, 56.0, 65.0, 53.0, 23.0, 12.0, 5.0, 38.0, 11.0, 44.0, 63.0, 55.0, 59.0, 95.0, 95.0, 91.0, 90.0, 52.0, 72.0, 84.0, 53.0, 40.0, 20.0, 66.0, 85.0, 43.0, 12.0, 1.0, 2.0, 89.0, 79.0, 83.0, 87.0, 57.0, 80.0, 77.0, 38.0, 52.0, 26.0, 26.0, 30.0, 20.0, 29.0, 2.0, 5.0, 37.0, 4.0, 62.0, 75.0, 76.0, 93.0, 69.0, 61.0, 62.0, 70.0, 35.0, 4.0, 51.0, 42.0, 69.0, 81.0, 44.0, 54.0, 55.0, 16.0, 20.0, 25.0, 15.0, 18.0, 3.0, 29.0, 11.0, 27.0, 13.0, 11.0, 86.0, 47.0, 51.0, 78.0, 95.0, 94.0, 73.0, 30.0, 31.0, 48.0, 49.0, 78.0, 74.0, 79.0, 76.0, 76.0, 53.0, 44.0, 93.0, 94.0, 96.0, 82.0, 30.0, 36.0, 13.0, 14.0, 37.0, 45.0, 98.0, 92.0, 64.0, 55.0, 25.0, 6.0, 27.0, 63.0, 52.0, 71.0, 18.0, 4.0, 2.0, 3.0, 37.0, 88.0, 17.0, 3.0, 1.0, 1.0, 25.0, 80.0, 7.0, 5.0, 78.0, 88.0, 19.0, 41.0, 38.0, 56.0, 19.0, 56.0, 87.0, 99.0, 81.0, 60.0, 58.0, 61.0, 46.0, 61.0, 75.0, 70.0, 97.0, 77.0, 88.0, 87.0, 67.0, 36.0, 28.0, 24.0, 29.0, 62.0, 22.0, 0.0, 0.0, 6.0, 45.0, 45.0, 13.0, 36.0, 68.0, 86.0, 99.0, 86.0, 75.0, 79.0, 93.0, 94.0, 28.0, 31.0, 81.0, 70.0, 63.0, 18.0, 69.0, 51.0, 8.0, 6.0, 19.0, 9.0, 39.0, 26.0, 12.0, 
IC43, 75.0, 62.0, 14.0, 60.0, 71.0, 84.0, 75.0, 19.0, 6.0, 3.0, 25.0, 48.0, 69.0, 55.0, 29.0, 17.0, 37.0, 54.0, 78.0, 87.0, 87.0, 79.0, 22.0, 37.0, 2.0, 25.0, 5.0, 59.0, 81.0, 73.0, 20.0, 75.0, 45.0, 74.0, 76.0, 24.0, 61.0, 91.0, 61.0, 67.0, 4.0, 77.0, 94.0, 52.0, 53.0, 44.0, 28.0, 77.0, 58.0, 56.0, 65.0, 60.0, 36.0, 48.0, 11.0, 12.0, 5.0, 13.0, 30.0, 8.0, 30.0, 29.0, 48.0, 67.0, 6.0, 20.0, 31.0, 68.0, 80.0, 34.0, 29.0, 31.0, 54.0, 38.0, 1.0, 93.0, 80.0, 85.0, 98.0, 32.0, 50.0, 86.0, 86.0, 92.0, 44.0, 10.0, 23.0, 0.0, 49.0, 28.0, 11.0, 5.0, 18.0, 92.0, 51.0, 69.0, 70.0, 89.0, 90.0, 50.0, 36.0, 62.0, 51.0, 41.0, 43.0, 31.0, 39.0, 76.0, 95.0, 13.0, 18.0, 61.0, 30.0, 85.0, 54.0, 63.0, 88.0, 52.0, 76.0, 60.0, 37.0, 92.0, 38.0, 21.0, 36.0, 19.0, 1.0, 11.0, 2.0, 13.0, 57.0, 35.0, 28.0, 26.0, 4.0, 50.0, 85.0, 7.0, 12.0, 15.0, 3.0, 38.0, 80.0, 40.0, 42.0, 43.0, 83.0, 78.0, 94.0, 69.0, 86.0, 62.0, 64.0, 47.0, 82.0, 55.0, 79.0, 67.0, 72.0, 51.0, 33.0, 48.0, 53.0, 97.0, 78.0, 25.0, 26.0, 96.0, 74.0, 27.0, 9.0, 0.0, 43.0, 68.0, 52.0, 53.0, 27.0, 87.0, 93.0, 12.0, 6.0, 19.0, 27.0, 46.0, 20.0, 16.0, 4.0, 66.0, 49.0, 3.0, 18.0, 74.0, 49.0, 55.0, 26.0, 98.0, 93.0, 1.0, 2.0, 79.0, 68.0, 77.0, 44.0, 94.0, 
IC44, 68.0, 87.0, 68.0, 13.0, 12.0, 14.0, 29.0, 62.0, 50.0, 1.0, 1.0, 56.0, 53.0, 40.0, 55.0, 56.0, 45.0, 17.0, 34.0, 63.0, 77.0, 37.0, 43.0, 67.0, 92.0, 80.0, 93.0, 70.0, 90.0, 96.0, 91.0, 11.0, 18.0, 41.0, 55.0, 77.0, 52.0, 59.0, 83.0, 87.0, 98.0, 66.0, 27.0, 21.0, 30.0, 19.0, 20.0, 5.0, 16.0, 15.0, 7.0, 12.0, 4.0, 39.0, 52.0, 3.0, 33.0, 62.0, 20.0, 32.0, 26.0, 25.0, 6.0, 52.0, 91.0, 28.0, 13.0, 37.0, 8.0, 12.0, 23.0, 42.0, 38.0, 86.0, 98.0, 26.0, 95.0, 91.0, 81.0, 49.0, 52.0, 85.0, 92.0, 94.0, 93.0, 88.0, 76.0, 81.0, 18.0, 29.0, 71.0, 75.0, 44.0, 2.0, 53.0, 69.0, 50.0, 0.0, 3.0, 56.0, 79.0, 27.0, 63.0, 36.0, 0.0, 30.0, 31.0, 78.0, 68.0, 31.0, 25.0, 10.0, 3.0, 2.0, 69.0, 70.0, 61.0, 93.0, 84.0, 75.0, 72.0, 53.0, 74.0, 69.0, 61.0, 54.0, 86.0, 79.0, 57.0, 61.0, 5.0, 35.0, 36.0, 70.0, 80.0, 27.0, 1.0, 11.0, 11.0, 28.0, 55.0, 19.0, 13.0, 58.0, 78.0, 63.0, 65.0, 76.0, 78.0, 92.0, 94.0, 97.0, 86.0, 36.0, 4.0, 48.0, 75.0, 43.0, 44.0, 76.0, 38.0, 2.0, 6.0, 20.0, 81.0, 51.0, 5.0, 4.0, 45.0, 54.0, 44.0, 24.0, 25.0, 38.0, 87.0, 89.0, 77.0, 62.0, 82.0, 94.0, 80.0, 37.0, 9.0, 6.0, 47.0, 51.0, 30.0, 22.0, 54.0, 79.0, 64.0, 19.0, 45.0, 60.0, 91.0, 18.0, 46.0, 43.0, 28.0, 50.0, 73.0, 31.0, 29.0, 26.0, 
