"IC05","IC08","IC09","IC15","IC16","IC17","IC18","IC19","IC20","IC23","IC24","IC26","IC27","IC29","IC31","IC33","IC36","IC37","IC38","IC41","IC42","IC43","IC44","IC45","IC46","IC47","IC48","IC49","IC50","IC51","IC54","IC56","IC58","IC60","IC62","IC63","IC64","IC65","IC66","IC67","IC68","IC69","IC71","IC72","IC73","IC74","IC75","IC76","IC77"
0.1972,-0.2432,-1.2777,-2.4297,-1.3072,0.9772,-1.3422,-0.3857,-0.3421,1.3021,-0.239,1.2461,-1.9113,1.6054,-2.1556,-1.1064,1.4825,-1.3426,0.467,-0.4693,0.3594,-0.27,-1.6264,-0.192,-0.8602,-0.7524,-1.4736,-2.5531,1.0552,-0.7317,1.1679,-1.8063,-0.8147,1.0766,0.4543,-0.9916,-0.4453,-0.7343,-0.6646,-0.3276,0.4351,-1.2432,-0.5088,-0.9234,-0.0428,-1.5033,-0.341,-0.5472,0.5955
0.7033,-0.3255,-0.3225,-1.3791,-0.2779,0.5581,-0.7605,0.7238,1.2253,-0.0013,-1.3186,1.2067,-0.8984,2.0944,-1.0619,0.0147,2.1758,0.3156,0.7293,-0.2143,0.8786,-0.481,-1.1266,-0.3831,-0.2157,0.0685,0.4452,-0.8617,1.208,0.7706,1.4919,-0.6919,0.2866,0.3071,0.5124,-0.1529,-1.0899,-0.9992,0.9513,0.7828,0.7744,-0.0216,-0.4306,-0.2256,0.2842,-1.0701,-1.3278,0.1599,-0.3897
0.5891,0.6338,-0.8835,-1.2899,-0.4154,0.218,-0.1006,0.7471,0.5011,0.9114,-0.3535,-0.2681,-0.6038,1.3919,-1.5495,-0.095,1.1877,0.3274,0.8302,-0.3888,0.8632,-0.4392,-1.6461,0.359,-1.1267,-0.4003,0.632,-0.578,0.9688,1.0727,0.5892,-1.7774,0.3104,0.5836,-0.2969,-0.4498,0.73,0.4114,1.1117,1.0542,0.6467,-0.9941,0.5958,0.9259,0.7744,0.4346,-0.2537,0.1883,-0.3362
1.4494,0.2574,-0.7963,-0.6038,-0.8837,0.7095,0.2975,0.1972,1.4487,0.8789,-1.4245,-0.9291,-0.4558,0.3432,-1.3437,0.3291,0.8758,0.1348,-0.0472,-0.285,0.084,-0.4611,-1.4447,-0.0987,-0.4094,0.0719,-0.0222,0.299,0.6934,0.5964,-0.0763,-0.8086,-0.0381,-0.1358,-0.6251,-0.8936,-1.2006,-0.3807,1.8324,1.2423,0.4243,-0.3082,0.3442,1.7201,0.1617,0.5097,0.6855,0.4625,-0.3172
1.2998,0.8491,-1.1175,0.1972,0.1419,1.3258,0.5078,-0.1993,-0.2068,-0.5935,0.2805,-0.3454,-0.2814,-0.7218,-0.6341,-0.1658,-0.1464,0.2582,-0.2012,-0.0647,-0.7693,-1.0104,-0.6296,-0.6432,-0.134,-1.0098,-0.461,-0.2056,-0.3129,0.8985,-0.4476,-0.2404,0.1597,0.4752,-1.3759,-0.8246,0.884,0.2481,0.9249,0.5164,-0.0577,-0.447,0.8797,-0.1379,0.1656,1.6467,0.48,-0.9826,-0.5478
0.0352,-0.8595,-0.9582,-0.8149,0.1424,0.6845,0.2726,0.0697,-0.5273,-1.2002,0.0835,-1.0123,-0.05,-1.3629,-1.3933,0.0654,-0.4669,-0.2919,-1.4817,-0.2012,-1.0374,-0.4109,-0.552,-0.454,0.5589,-0.8953,-0.4241,-0.0933,-1.1067,1.1461,-1.2558,-0.7052,-0.6186,-0.9033,-1.663,-0.3597,-0.0775,-1.3294,-0.1826,-0.6621,0.5258,0.0484,0.6705,-0.4734,0.038,1.5225,0.9969,-1.0602,-0.6086
-0.8504,0.2892,-1.2902,-1.2818,-1.1176,0.3632,-0.1786,-0.17,-0.8224,-0.3058,0.0045,-0.6965,-0.7096,-1.6812,-0.8968,-1.0149,-0.9937,-0.4061,-1.3405,0.3513,-1.3169,-0.9104,0.6093,-0.3146,0.5777,-0.9743,-1.3512,-0.5931,-1.0614,1.3692,-1.2089,0.4375,-0.7077,-0.6675,-1.7214,-0.1753,-0.2733,-0.1598,-0.5671,-0.6103,-0.089,0.045,-0.009,-1.1822,-0.4117,1.5222,1.3284,-0.2909,0.7729
-0.2408,0.1746,-0.2655,-0.8568,-1.5369,-0.9743,0.155,-0.4637,-0.6472,-1.304,-0.7106,0.254,-0.9029,-0.1973,-0.6299,-1.4711,0.0042,-0.125,-0.145,0.6491,-0.7799,1.2695,0.4266,0.5962,1.0563,0.6726,-0.4846,-0.3256,-0.3338,0.1333,0.3543,0.104,-0.5831,-0.1219,-0.0867,0.1324,0.0447,-1.4737,-0.5633,-0.2929,-0.6269,0.2277,-0.6816,0.5017,0.1974,0.7675,0.7364,0.9044,1.2347
-0.2367,-0.1417,0.1948,-0.3897,-1.0777,0.8644,-0.1371,-0.7891,-0.0936,1.3162,-0.7808,0.5358,-0.7925,0.1935,-0.2331,-0.0516,0.0924,-0.1828,0.5528,0.6367,0.1189,0.765,0.1735,0.2798,0.3343,0.4651,-0.4088,-1.1449,0.4761,-1.4032,0.5535,-0.2194,0.7872,-0.0215,0.912,-0.7498,-0.6324,0.051,-0.7469,-0.2888,-0.7374,-0.0323,-0.0673,0.3061,-0.5201,0.168,-1.6569,0.6675,1.2324
-0.1963,-1.1126,0.6962,0.5159,-0.9236,0.7493,-0.559,-0.5991,1.2068,-0.9125,-0.9282,0.4726,0.7367,0.9542,0.0144,0.6096,1.0829,0.4709,0.6595,0.2018,1.9659,0.648,-0.2997,-1.0615,0.7416,1.1905,0.9122,-0.1141,0.5375,-0.3695,0.8762,-0.2436,2.2082,-0.4682,1.1987,0.1203,0.0282,-1.1985,-0.0962,-0.0498,0.0998,0.8034,-0.5011,0.2894,0.2061,-0.7023,-1.3276,0.7141,-0.6949
