"IC05","IC08","IC09","IC15","IC16","IC17","IC18","IC19","IC20","IC23","IC24","IC26","IC27","IC29","IC31","IC33","IC36","IC37","IC38","IC41","IC42","IC43","IC44","IC45","IC46","IC47","IC48","IC49","IC50","IC51","IC54","IC56","IC58","IC60","IC62","IC63","IC64","IC65","IC66","IC67","IC68","IC69","IC71","IC72","IC73","IC74","IC75","IC76","IC77"
-2.1884,-0.8408,-2.0363,0.0196,-0.777,0.5694,0.4098,0.9187,0.4436,-0.3896,-0.4726,0.2973,0.1683,-0.0401,-1.4227,0.0983,1.4136,0.6509,-1.9454,-0.0226,0.6689,-0.4207,0.8821,1.2975,0.728,-1.9125,0.0498,0.1661,0.5774,0.5107,-0.5886,-0.3124,-1.1825,-0.4639,0.7451,0.0434,-1.1199,0.0199,0.231,0.3928,-2.0815,-0.7471,-1.6056,0.1255,1.1319,-0.6794,-1.2285,0.7494,-1.3889
-2.8521,-1.4845,-1.2372,-1.608,-0.7329,-0.2321,-1.7687,0.4267,0.0892,-0.3965,-2.3295,0.393,-1.6342,1.1966,-0.7942,-0.3741,0.5327,0.5711,-1.5999,0.4254,-1.2308,-1.1595,1.6276,0.9635,0.9203,-1.6145,0.1206,0.3546,-0.2162,1.2976,0.0444,0.7827,-0.8437,-0.0684,0.6512,0.5813,-0.4678,-1.0272,0.8408,0.5999,-1.884,0.0133,-0.5246,-0.4453,0.6767,0.4788,0.5181,1.1068,-0.9381
-0.5895,0.1697,-2.0384,-1.5515,0.477,0.8441,0.6463,2.2597,0.7315,0.2515,-0.2436,1.8786,-0.3129,0.3116,-0.1551,0.4566,0.2839,0.5281,-0.8576,1.0712,0.523,0.6463,0.0186,0.8819,0.3595,1.0528,0.6293,0.4862,-1.922,0.1996,-1.0991,-0.3025,-0.3716,-0.2038,-0.7336,0.3113,-1.3266,-0.4233,-0.5924,-0.1652,-0.7634,0.5249,-0.2476,-0.2948,1.5823,0.8992,1.1783,0.0056,-0.7324
-0.2294,0.7174,-0.6985,-0.1524,0.5919,1.1087,0.3704,1.7623,-0.0487,0.8736,0.1047,0.0091,1.2282,0.3163,0.0591,0.1006,2.0258,0.2254,-1.1429,-0.1373,2.2443,0.9685,-0.082,0.1983,0.7772,0.7676,1.0044,1.1583,-0.7815,0.9003,-1.3474,0.4153,0.8645,-1.7113,-2.0601,0.8733,-1.8413,1.3184,0.466,-0.0498,0.5912,1.1652,0.1324,0,1.8475,1.1419,0.4995,0.0611,-0.6659
0.3133,0.2509,1.0455,0.5218,0.0422,0.1449,-0.6877,1.3038,-0.4944,0.3531,-0.9685,-0.8047,1.2813,0.9441,-0.0553,-0.1784,2.0912,0.2782,-0.4379,-0.3549,0.1379,0.9942,-0.7432,0.7052,1.4081,-0.3506,1.6255,1.3139,0.2488,0.1312,-0.9845,-0.4979,0.2248,-0.7712,-0.0221,0.8429,-0.6818,0.1313,0.6141,0.0724,1.4324,0.4354,1.319,0.0633,1.6835,1.3446,0.5391,0.3947,0.6295
-0.4161,0.0556,0.3402,1.2054,0.2135,0.7873,0.3308,0.1694,0.1305,1.7669,-2.4245,-0.6471,0.8641,0.754,0.0248,-0.6193,1.2623,0.2079,-0.3674,0.1905,0.6393,1.0019,0.4172,1.0418,0.6576,-0.3391,0.1117,0.1876,0.6731,-0.2774,-0.4964,-0.3175,1.7656,0.3489,1.211,-0.1806,0.0547,1.2033,1.026,0.0857,2.0571,-0.0218,0.43,0.2277,0.9258,-0.2261,-0.6189,1.3971,-0.3548
-0.9287,0.8476,1.2219,0.5149,-0.0393,1.6805,-0.8087,-0.7991,0.3318,0.1391,-0.991,-0.4141,0.7821,1.5213,-1.4483,0.2074,2.3427,0.955,0.2274,0.5716,1.5414,1.6521,0.2233,0.1253,1.0542,-0.2761,0.7271,1.1721,0.4808,0.1663,-1.3017,-2.4674,1.8137,1.6456,2.0951,1.2428,1.486,1.8594,0.1549,-1.7834,1.0859,0.1179,-0.011,-0.1524,1.6041,-0.7876,-0.9401,0.6881,0.3666
0.6889,1.3295,-0.509,-0.4926,2.7219,3.5582,0.6053,-1.1628,2.3598,0.9154,0.7467,2.5923,-1.9968,1.4343,2.0502,-0.4654,2.6364,2.9331,2.0394,1.6767,1.4948,3.375,1.7174,0.0106,2.1812,0.9166,1.2808,0.5254,1.1985,-1.6943,-0.1704,1.1183,0.9536,1.1391,0.6362,0.8175,-1.7383,0.0462,0.3606,1.748,0.7433,0.6223,0.4453,1.3414,-0.2394,0.6224,-0.0955,-0.3223,-0.6055
-0.1397,0.9537,-0.1606,-0.239,1.4501,3.2323,-2.3111,-2.9792,0.3744,1.9751,1.4586,0.2454,-2.2805,2.5681,1.3148,-0.4127,0.8511,1.0701,2.4766,0.8275,1.3056,1.8963,0.0677,-0.6005,1.5549,1.8772,-0.1244,1.613,-0.1469,-2.1614,1.3955,1.0513,0.4344,-1.0024,0.3297,0.2011,-0.0836,1.5694,0.8407,1.2433,2.5082,1.2383,2.7777,1.3146,-0.3668,1.8394,0.3321,-0.2503,0.6201
2.7041,0.0601,0.6006,0.1634,2.7926,1.1128,0.367,-1.5432,0.6363,3.056,4.4117,-1.2318,-1.498,1.0415,0.5465,-1.1214,0.0583,0.0219,1.6458,2.4352,-0.6674,1.4496,2.8347,-0.2885,0.0477,2.7159,0.6556,1.719,-0.7489,0.7727,2.6952,0.8706,0.4935,2.4834,0.5388,0.6758,2.6394,2.3176,0.5674,-0.1842,1.9027,-0.6831,1.6724,1.6972,-0.8462,1.3081,0.1671,1.1574,0.0917
