"IC05","IC08","IC09","IC15","IC16","IC17","IC18","IC19","IC20","IC23","IC24","IC26","IC27","IC29","IC31","IC33","IC36","IC37","IC38","IC41","IC42","IC43","IC44","IC45","IC46","IC47","IC48","IC49","IC50","IC51","IC54","IC56","IC58","IC60","IC62","IC63","IC64","IC65","IC66","IC67","IC68","IC69","IC71","IC72","IC73","IC74","IC75","IC76","IC77"
0.4246,-0.7045,0.6147,-1.2766,-1.4839,-0.2989,0.144,-0.1608,-0.8205,1.3793,1.2283,-0.6397,-0.2919,0.6638,-1.5337,-1.7722,-0.363,-0.8957,-1.0144,-1.1,-0.4757,-0.5452,-0.7886,1.8823,-0.1015,-1.4731,0.3138,-1.842,0.4536,0.3239,-1.8297,-1.639,1.1132,0.3227,0.7578,-1.3929,0.2039,0.6755,-0.5362,0.0516,-0.1359,-0.4586,-0.4267,-1.27,0.3996,-0.0771,-1.5504,0.2107,-0.449
0.2664,-0.7208,-0.4528,-1.2531,-1.3078,-0.8609,-0.1508,0.2497,-0.2665,1.1027,0.26,-0.1715,-0.5832,0.4094,-0.8144,-1.8664,-0.2799,-0.8335,-1.2585,-1.0913,-1.1742,-1.0496,0.2345,0.6292,-0.4137,-1.1066,-0.6407,-1.4043,-0.6334,-0.3897,-1.3244,-0.4583,0.2272,-0.3628,0.6706,-1.5742,-0.3644,-0.3902,-0.5684,0.2467,-0.3452,-0.2498,-0.6641,-1.4362,-0.9961,-0.5859,-2.2387,0.2319,-0.9482
0.2279,-0.5463,-1.3932,-0.3287,-0.5054,-0.7665,0.4149,-0.1664,-0.5381,-0.1503,-0.2296,-0.4504,-0.1786,0.0083,-0.7778,-0.9239,-0.1442,-0.6008,-1.1999,-0.679,-1.3659,-1.0345,0.6277,0.4365,-0.7499,-0.6271,-0.5156,-1.1228,-0.7987,-0.0686,-1.3682,-0.2409,-1.2338,-0.4722,0.7964,-1.3431,-0.5383,-2.1115,-1.1244,-0.0215,-1.0329,0.4754,-1.457,-1.7697,-1.657,-0.0104,-2.1613,-0.0386,-1.1613
-0.7576,-0.4233,-1.3113,-0.3627,-0.4489,-1.1092,-0.0973,0.2523,-0.3768,-1.1847,0.1524,-0.3341,-0.6342,-0.1725,-0.6211,-0.4209,-0.2351,-0.2668,-0.827,-1.1574,-0.544,-0.5572,-0.0341,0.5585,-0.5588,-1.2486,-0.4453,-0.616,-0.3081,-0.2012,-1.1572,-0.2285,-0.8895,-0.8364,0.4684,-1.0795,-0.8083,-0.5985,-1.3905,0.1047,-0.9345,1.2892,-1.4458,-1.4891,-0.8247,-0.2779,-2.3742,-0.468,-1.0962
0.519,-0.0903,-1.2877,-0.28,0.0688,-1.3661,-0.1978,0.3218,0.2445,-0.7653,-0.045,-0.3898,0.2203,-0.6584,-0.4523,0.1606,-0.7565,-0.6942,-0.8924,-0.1921,-0.8598,-0.6074,0.7693,0.1506,-0.4699,-0.3131,-0.4904,-0.0117,-0.2747,-0.1533,0.1738,0.5928,0.0296,0.0238,-0.4998,-0.606,-1.3092,-0.1503,-1.5199,-0.0641,-1.2015,0.0521,-1.0404,-1.0286,0.2492,-0.5426,-0.7861,-1.3882,-0.5891
0.3754,-0.3329,-0.1635,-0.0364,0.1358,-1.24,-0.1271,-0.001,0.891,-0.7676,-0.46,-0.772,0.5504,0.1262,-0.2394,0.3881,-0.1985,-0.2769,0.044,0.0612,-0.4677,-0.612,0.6261,-0.3102,-0.0151,1.0265,-0.5895,-0.3114,1.2397,-0.5452,0.9828,0.9163,-1.2093,0.4968,-0.6967,-0.2354,-1.2145,-0.275,-0.9986,-0.1035,-0.6611,0.2259,-1.0196,-0.3257,0.0708,-0.762,0.426,-1.247,-1.0429
-0.0736,-0.4947,-0.4996,-0.0835,0.2299,-1.0673,-0.1602,0.6167,0.9369,-0.2719,-0.3665,-0.2373,0.5733,-0.0091,-0.5751,0.652,-1.1771,-0.7095,0.0809,-0.1464,-0.6694,-0.3648,-0.5463,-0.4932,-0.1607,0.8527,-1.1719,-0.6054,1.199,-0.9436,0.6644,0.3537,-0.5214,0.58,-0.7262,-0.1893,-1.0173,-0.708,-0.5568,0.3926,-0.0963,-0.1973,-0.5434,0.179,-0.2361,-0.217,-0.0708,-1.2666,-1.545
0.3345,-0.1362,-0.6171,-0.308,0.1491,-0.7003,-0.4118,0.5659,1.4699,-0.2264,-0.2928,-0.7593,0.0984,0.3781,-0.4688,0.9828,-0.6296,-0.3455,0.2037,0.4234,-0.6211,-0.6464,0.2988,-0.2709,-0.2271,0.6861,-1.2772,-0.1059,1.6517,-0.775,0.7905,0.4607,0.7437,0.182,-0.4232,0.0354,-0.3777,-0.3534,-0.5611,-0.0477,-1.1541,-0.6842,-0.5087,-0.113,-0.3988,0.0113,0.9027,-1.0944,-0.5619
-0.1656,-0.1135,-0.0809,-0.2851,-0.0192,-0.6474,-0.4134,0.4375,0.4371,-0.7891,-0.5558,-0.9519,-1.0441,0.2411,0.157,1.1737,-0.2771,0.3469,0.7175,0.2096,-0.1573,-0.2152,-0.3366,-1.6604,-0.6461,0.7911,-1.4117,-0.2544,1.7837,-1.1186,1.0432,-0.1703,-0.0478,-0.1362,-0.031,0.3964,-0.2395,-0.2473,-0.3503,-0.3376,-0.731,-0.0546,0.062,-0.0831,-0.9434,-0.1939,1.2963,-0.3603,-0.8177
-0.321,-0.6244,-0.0893,0.3909,0.493,-0.7243,-0.12,0.0181,0.8144,-0.5663,-0.9442,-0.4421,0.3394,-0.2954,0.2487,1.5488,-0.4128,-0.2037,0.2649,-0.1703,0.2057,0.3796,-0.8642,-0.2798,-0.5301,0.1422,-1.1896,-0.4156,1.274,-0.6971,0.6045,0.4667,0.0386,-0.0557,-0.0487,0.2688,-0.961,-0.8471,-0.4959,-0.0433,-0.3876,0.5233,-0.209,0.2067,-0.2804,-0.0506,0.032,-0.1471,-1.3892
