"IC05","IC08","IC09","IC15","IC16","IC17","IC18","IC19","IC20","IC23","IC24","IC26","IC27","IC29","IC31","IC33","IC36","IC37","IC38","IC41","IC42","IC43","IC44","IC45","IC46","IC47","IC48","IC49","IC50","IC51","IC54","IC56","IC58","IC60","IC62","IC63","IC64","IC65","IC66","IC67","IC68","IC69","IC71","IC72","IC73","IC74","IC75","IC76","IC77"
-0.2514,-0.7805,0.438,-0.3909,0.1183,-0.2511,0.5487,0.5776,0.8994,-0.6406,-1.6007,-0.1341,-0.3452,0.5433,-0.4004,-0.8148,-0.3975,0.4967,1.4271,-0.091,-0.8977,0.7465,-0.7174,-1.4124,-0.9376,-0.9119,0.4688,-0.7802,0.1511,-1.6497,0.4991,-0.8332,0.9481,-0.1687,0.6515,-0.189,0.085,-1.1109,-1.2414,-1.192,-1.0164,0.8948,-1.3129,-0.1713,0.0374,-0.009,-0.8779,-0.1629,-0.2357
-0.8289,-0.256,0.2518,0.6551,-1.3849,0.5853,0.7783,-0.8385,-0.1232,-0.1389,-3.2881,-0.6235,0.4189,1.7624,-0.948,-0.594,0.5546,0.7299,0.8986,-0.9122,0.1497,0.734,-0.6089,0.4906,-0.4485,-0.7812,-0.0006,-0.207,0.7797,-0.7768,0.4989,-0.5644,-0.0736,-1.2655,0.698,0.4481,-0.7317,0.1336,0.6019,-0.3658,-0.1981,1.3476,-0.3912,0.0575,1.6418,2.0305,-0.6232,0.0279,-0.3324
0.0852,0.2132,0.9007,0.7615,-0.1666,-0.1835,-2.3926,-1.3412,-0.6281,-0.1538,0.1943,0.7892,0.0195,0.4072,-0.5231,-0.7251,2.0717,-0.0696,-1.1219,-0.2362,0.7564,-0.7608,-0.1553,-0.0473,0.6698,0.6631,-0.8903,-0.9714,0.2672,-1.0456,0.4437,0.1393,0.1106,-0.5843,0.3408,0.5823,-0.2296,-0.3182,1.331,-0.2718,-0.3365,0.2375,0.789,-0.0401,1.7953,1.8209,-0.2247,-1.174,-0.9276
0.1399,-0.3654,1.1233,0.8195,-0.2909,-0.5778,-0.7579,-0.8558,-1.2957,0.2212,0.1261,-0.1094,-0.7765,-0.782,0.142,-0.3804,1.831,-1.313,-1.6735,-1.6629,-1.1977,-0.7773,-0.5293,0.3965,0.3246,0.6803,-0.8896,-0.3685,-0.8413,-0.9285,-1.5807,0.2936,-1.1266,-0.8239,-1.2281,0.5594,-0.0203,0.1745,0.6547,-0.9319,-0.0555,-1.7621,1.2804,-0.8868,0.094,-0.3505,-0.5458,-2.7146,-1.6443
-0.0427,0.1104,0.8932,0.4184,-0.0839,-0.3763,-0.3705,-0.681,-1.2397,-0.2522,-0.0739,-0.5753,0.1769,-1.4428,0.68,-0.0621,0.012,-0.9335,-1.1204,-0.1306,-0.725,-0.7763,0.2135,0.4278,0.0196,0.5532,-1.0657,0.3869,-0.5633,1.0291,-1.0022,0.9374,-1.3835,-0.3092,-1.3362,0.0502,-0.6715,-0.6334,-1.843,-1.2111,-0.3976,-0.2269,0.0837,-0.863,0.2505,-0.7766,-0.0006,-1.8124,-0.5839
-0.3903,0.7722,-0.702,0.2044,0.5306,0.0764,1.0449,0.189,-0.6728,0.8474,-0.0724,-0.7608,0.584,-0.3881,0.3859,0.0662,-2.0463,0.2306,-1.0063,0.5648,-1.3334,-0.1353,0.3866,0.0338,0.1878,-0.5537,-0.5483,0.7235,-1.6584,0.752,-0.4734,1.0514,-1.0135,-0.5198,-1.5787,-0.1639,-1.0307,-1.6159,-2.4944,-0.4461,-0.26,-0.7816,-0.2007,-0.5129,-0.2822,-0.9957,0.2975,-0.6592,0.6538
-1.0419,0.6905,-0.7757,-0.0621,1.0484,0.4199,-0.6096,-1.2628,0.443,-0.3369,-0.6863,-1.8052,-0.1043,-0.3391,-0.0725,-0.7775,-0.929,0.0297,-0.4528,1.5234,-1.4389,0.2569,0.4801,-0.3183,-0.045,0.067,0.0657,1.1501,-1.5048,-0.2177,-0.2866,0.0086,-0.5385,-0.1992,-1.1182,0.0991,-0.4973,-0.8598,-0.9185,-0.6009,-0.2133,0.5047,0.3804,-0.8406,-1.0467,-0.9603,0.6331,-0.1431,0.777
0.6193,0.3981,-0.9922,0.3015,1.1816,0.2995,0.5415,-1.1338,0.9513,0.0728,0.0834,0.3738,0.0479,0.0817,1.0685,-0.6997,-0.1412,0.8879,0.8489,1.266,0.2004,0.7551,0.4907,0.4985,-0.2271,0.5451,-0.1476,-0.0298,0.4147,0.3407,0.6141,0.0601,0.9275,0.9628,-0.0841,-0.0099,-1.2959,-0.5378,-0.6993,-0.1326,0.2025,1.013,0.0342,0.8703,-0.0697,0.5914,0.8951,-0.0047,0.1749
0.3319,-0.1791,-1.2896,0.1919,0.184,0.697,0.333,0.206,1.019,-0.1042,0.7399,0.78,-0.2299,1.0978,0.2809,-0.284,0.3495,-0.2141,1.0303,1.1605,1.1612,-0.3943,-1.102,0.3775,-0.528,0.3341,-0.0242,0.0623,0.8714,-0.6113,0.5873,-0.7109,1.0193,1.16,1.2346,-0.3379,0.2042,0.1706,0.24,1.7394,-0.3084,-1.1999,0.3696,0.2398,-1.0855,0.8621,-0.6686,1.1177,1.3637
0.9114,0.329,-0.736,0.2425,-0.2737,0.5972,-0.001,-0.0562,-0.0277,0.1674,1.6855,2.0268,0.2452,-0.2888,-0.0202,-0.3905,-0.0696,-0.7115,-0.0665,0.3321,1.5622,-0.9703,-0.9076,0.0619,-0.9133,-0.022,-0.6773,-0.1362,1.628,0.455,1.1638,0.3504,1.2817,1.3541,1.4864,-1.5069,0.6766,0.4954,0.9428,1.1625,-0.1301,-0.2458,-0.0052,0.6841,-1.5557,1.0487,-1.064,1.4371,0.7147
0.3506,-0.3097,0.0359,-0.3357,-1.9464,-0.5094,-0.3874,0.5028,-0.6665,-1.1548,0.3662,0.8335,-0.0001,-0.7552,-0.5211,-0.2811,0.1691,-1.5078,-0.508,-1.3174,-0.4947,-1.3195,-0.8934,-1.2123,-0.4097,-0.5745,0.5563,0.0682,-0.1258,-0.4402,-0.6113,0.197,-0.433,0.1351,0.0206,-1.3025,1.363,0.3009,0.8179,0.9793,-0.0997,-1.6449,-1.0996,0.4096,-1.4361,-0.8769,-1.3893,1.0244,-0.6794
-0.4341,0.381,0.9869,0.1031,-0.4304,-0.4433,-0.1242,-0.4696,-0.3928,-1.8732,-1.0542,0.6577,0.3832,-1.1959,0.2086,0.3742,0.6869,-0.5364,-0.8655,-0.2176,0.7863,-0.4492,0.1091,-2.0831,0.2379,-0.283,1.0087,-0.4628,-0.8683,0.0863,-0.5663,0.6664,-0.6069,-0.7197,-0.7413,-0.9225,-0.8372,-0.6547,0.7473,-0.2017,-0.3217,1.2419,-1.4867,0.5478,0.767,-0.1852,0.8972,0.5094,-0.4704
-0.3566,0.3283,-0.281,0.8491,0.3835,0.2828,0.9942,-0.4956,0.7532,-0.1222,0.1462,0.7358,0.7247,-0.4596,0.5459,0.1457,0.0662,0.5004,-0.1913,0.529,0.3349,-0.2863,0.0332,-0.0342,0.6234,0.9131,0.0882,-0.5425,-0.3506,-0.3243,0.2713,-0.2435,-0.3535,0.183,-0.0332,-0.0422,-0.6667,0.5081,1.1591,-0.9193,-0.1648,1.0399,0.0945,-0.016,-0.1134,0.5343,1.0027,0.5082,1.1889
0.4706,-0.6787,0.5099,0.4768,1.2454,-0.7221,-0.3841,-0.5917,1.2187,-0.0984,0.189,0.55,-0.0582,-0.0699,0.0819,0.0707,0.4245,0.3777,1.1644,1.8431,0.8184,-0.5409,0.1973,1.5842,0.1274,1.5201,-0.1501,0.4772,0.8278,0.2903,0.6256,0.3163,0.8568,0.8612,0.7679,-0.2632,-0.2851,-0.1965,-0.0225,-0.125,-0.0365,0.9973,0.7552,-0.4112,0.5244,1.4298,0.6222,-0.0524,0.9013
-0.0058,-1.1328,0.6782,-0.5603,0.9747,-1.3872,1.0578,0.4199,0.3582,1.2435,0.6166,1.1175,-0.0742,0.15,0.0568,0.0595,-0.5362,0.4611,1.1775,0.0512,0.3721,0.6758,-0.7226,0.499,0.3853,-0.8011,-0.1792,-0.2173,0.6225,-0.0591,0.223,0.2263,1.2632,0.3481,1.4264,-0.2495,-0.0794,-1.1329,0.1834,-0.4535,0.442,0.6427,1.0001,-0.6278,0.1509,-0.4321,-0.3178,-0.6331,0.3035
-0.0994,-0.5843,0.3512,-0.3365,0.3551,-0.0278,0.2383,0.7097,-0.3055,1.3062,-0.6433,0.2045,-0.7826,0.3208,-0.3962,-0.2375,-0.9659,-0.2908,0.4569,-0.7761,-0.6579,1.1328,-0.4203,1.1867,0.5564,-1.4949,0.1027,-1.0629,-0.3834,-1.3017,-0.7387,0.1247,0.6962,-0.8391,0.7904,-0.0056,0.2575,0.2639,0.4565,-0.1992,0.6028,-0.0769,0.3042,0.1069,-0.1724,-0.7596,-0.5593,-0.0345,-0.4052
-0.3986,0.9292,-0.35,-1.2895,0.1077,-0.1999,0.3141,0.4667,-1.2408,0.7767,0.4998,-0.2476,-0.9678,-0.8983,-0.6742,-0.2852,0.1622,0.0658,0.0024,-0.0517,-0.472,1.1046,0.3569,0.2447,0.5468,-0.8701,0.4172,-0.6346,-0.8238,-0.4652,-0.108,-0.8356,0.1406,-1.1515,0.3425,0.2471,0.0918,0.7906,-0.2011,-0.6708,0.3867,-0.2275,-0.6611,0.9688,1.1813,0.5994,1.9489,-0.1762,-0.0856
-1.4935,0.5211,-0.23,-0.7709,0.2003,-0.4102,-0.7825,-0.4951,0.2225,-1.1508,-0.2629,-1.2904,-0.637,-0.4209,-0.2158,-0.5104,0.0342,0.3359,-0.3811,0.2057,-0.8285,0.2571,0.508,-1.0175,1.6753,-0.0342,0.744,0.9465,-1.1934,-0.6081,-0.1363,-0.5829,-0.4968,-0.7879,-1.0464,0.7515,0.4246,0.8811,0.0331,-0.0198,0.0258,-0.3908,-0.3356,-0.2877,0.3754,-0.8961,1.2998,-0.0679,-0.1382
-0.6458,0.6713,0.2608,0.3378,0.2684,0.8841,0.9143,0.5806,1.4371,-0.1116,0.5567,-0.2465,0.2266,0.1019,0.5029,0.4805,0.8241,1.6599,0.5466,0.3167,1.5027,1.1872,0.7828,0.6634,1.2521,1.1991,0.0462,1.1003,0.8185,1.5743,0.9142,-0.3687,-0.0806,0.9973,0.1853,0.7695,0.4483,1.078,0.0707,0.4237,0.611,1.9625,0.8325,-0.3307,1.3443,-0.006,1.2115,-0.135,0.0035
-0.0744,0.4357,-0.3913,0.6967,0.7968,0.8623,1.7645,2.0186,1.1619,1.0107,0.486,0.2091,0.7938,0.912,-0.1475,0.8639,-0.0655,1.5539,0.9407,0.5305,0.8469,0.2533,-0.0169,0.3165,-0.2525,0.4208,-0.1703,0.1283,0.9739,0.8018,1.7493,-0.9769,0.3216,2.1183,1.459,-0.1797,1.6433,-0.2087,0.5534,1.033,1.0807,-0.2306,2.229,-0.5706,0.0042,0.4371,0.6552,0.4495,0.6109
1.4149,-0.1891,0.4628,0.2405,1.2103,-0.3426,0.403,1.2017,0.1906,0.5564,0.2468,1.2074,0.0861,0.683,0.0723,1.223,-0.5125,0.6355,1.0393,0.6559,1.2143,-0.4557,0.1886,0.5769,-1.8916,-0.4494,-0.3831,-0.8542,0.9922,0.9468,0.4648,0.7018,1.4207,1.5015,1.5936,-1.2465,1.0294,-0.9675,-0.9118,0.831,0.4365,-0.1276,0.9079,0.3747,-0.4234,-0.7718,0.5062,0.9983,-0.165
1.2653,-1.4341,0.6615,0.0652,-0.7911,-0.6627,-0.019,0.9308,-0.3489,0.2854,0.2113,0.5999,0.1096,0.3961,-0.2354,1.8966,-0.6286,-1.1947,0.355,-1.6265,0.3036,-0.0373,-0.061,0.0693,-1.8887,-1.8788,-0.1276,-0.8232,-0.6008,0.1891,-1.0734,-0.1517,-0.3377,-0.9589,0.2676,-0.5944,0.9405,-1.6326,-0.991,-0.4573,-0.3283,-1.6875,-1.0061,0.5004,-1.7194,-2.3929,0.3634,0.5302,0.1025
0.1596,-0.9288,1.1573,0.57,-2.034,-0.6655,-0.3986,0.9257,0.184,-1.1461,-1.1837,-0.7806,0.6929,0.008,-0.4783,1.6808,-0.4244,-1.9553,-0.069,-1.2937,-0.3971,-0.0843,0.2851,-0.2578,-1.0812,-1.1807,-0.8963,0.4268,-0.3155,-0.1121,-0.684,-0.3984,-1.5035,-1.4419,-0.4455,-0.613,0.816,-0.2571,-1.211,-0.7745,0.0848,-1.5136,-0.7526,-0.002,-2.1049,-1.197,-0.6993,0.7995,-0.5885
