"IC05","IC08","IC09","IC15","IC16","IC17","IC18","IC19","IC20","IC23","IC24","IC26","IC27","IC29","IC31","IC33","IC36","IC37","IC38","IC41","IC42","IC43","IC44","IC45","IC46","IC47","IC48","IC49","IC50","IC51","IC54","IC56","IC58","IC60","IC62","IC63","IC64","IC65","IC66","IC67","IC68","IC69","IC71","IC72","IC73","IC74","IC75","IC76","IC77"
1.9856,-3.0412,-1.3959,-0.5383,-0.2235,1.5573,1.0164,2.6832,0.4648,-1.5184,0.1496,0.6239,-2.0388,-0.9425,-1.7922,0.1574,-0.0344,1.5173,0.9944,-0.5863,-1.0566,1.1833,-1.2169,-0.7008,-0.3023,-2.6435,-1.3344,-2.2341,-0.2064,-1.3236,-0.0707,-0.6648,-1.8704,-1.1104,1.4673,-1.7213,-1.3878,0.2473,-0.1224,-0.6035,-2.464,0.2313,-2.0702,-0.5444,-1.3794,-3.5004,-0.913,-0.2638,-2.8279
0.7006,-1.6753,-2.3754,-0.4597,-0.6306,0.9764,0.4185,2.4875,0.6078,-4.2969,-0.1009,0.5563,-2.5399,-1.1121,-1.5131,0.6466,-0.9648,1.0984,0.1697,-0.5071,-0.094,0.0362,-0.4164,-2.636,-0.4819,-2.9162,-1.4053,-2.0819,-0.7961,-1.4592,-0.3521,0.0395,-1.3216,-0.6633,1.574,-1.1433,-1.0866,0.0392,-0.7354,-0.0066,-2.3466,-0.0867,-2.6922,0.4957,-1.1848,-3.2967,-0.9518,-0.1459,-2.883
0.2993,1.389,-0.8495,1.152,0.2716,1.1173,0.8706,1.9067,0.0295,-2.0016,0.1145,0.1444,-0.3657,1.1677,0.1676,0.9409,-0.9277,0.4956,-0.0446,-0.1208,0.8143,0.206,-1.8594,-0.9648,-0.1121,-2.2421,0.2301,-0.0095,0.3095,0.5448,0.3857,-0.0079,-2.8151,0.5859,1.9267,0.3351,-2.2609,-0.0589,1.2417,-1.4399,-1.7606,1.838,-1.3266,1.0522,0.4049,-0.2369,0.5538,0.5923,0.2336
0.5779,2.5315,0.7206,-0.4353,2.2586,-0.2348,2.2011,0.9683,0.1631,0.565,1.2406,1.2113,-0.7049,0.5344,0.9373,-1.5919,0.0148,1.0835,0.1659,1.0868,0.7233,1.9097,0.0957,0.0652,0.1571,-0.8856,-0.5273,-0.7606,0.7324,-0.8493,1.0666,0.2666,0.232,0.7086,0.1639,-0.0646,-0.7576,1.9424,0.4179,-0.6503,-0.5941,1.1865,-0.9053,0.494,0.0297,0.0842,1.3476,-0.5127,1.0099
0.1264,2.0858,2.963,-0.5028,2.3184,-0.7543,2.0874,0.5258,0.3504,1.362,1.4363,-0.0077,0.4368,1.5412,0.7812,-1.4857,0.447,0.0466,-0.3605,2.9748,-0.5073,0.2239,1.8204,0.7455,-0.2767,1.2824,0.6094,2.1929,0.6915,1.4452,1.0223,0.2924,-0.217,2.1454,1.5236,1.594,2.8357,2.639,0.8631,1.4874,0.667,0.4472,0.0085,0.1771,-0.4761,0.0702,0.1561,1.333,0.6166
-0.0418,0.2176,0.6894,0.0538,-0.1422,-0.3207,-0.2736,-0.2551,-1.0037,0.7827,0.9937,0.5154,0.1251,-0.2284,-0.302,-0.7423,-1.1108,-0.2147,-1.0326,0.2667,0.022,-0.1908,-0.415,1.645,-0.4675,0.3145,-0.782,-0.3339,-0.9134,0.1273,-1.3313,-0.1519,-0.9306,-0.6556,0.8675,-0.5523,1.5103,0.2549,-0.3109,-0.0358,0.1079,0.1333,-0.685,0.2366,-0.5354,-1.1349,-0.8574,-0.1886,-0.8744
-0.9578,-0.0494,0.5832,-0.9114,0.0649,-1.2182,-0.976,-0.7267,-0.6595,0.903,-0.5148,-0.0681,-1.1217,0.6296,-0.3505,-1.3683,-0.3958,-0.585,-1.073,0.3571,-0.3121,-0.6918,0.774,1.5569,-0.8177,0.4856,-1.0982,0.0947,-0.6902,-0.849,-0.478,-0.2351,-1.1806,0.8221,0.2929,-0.5664,0.2204,-0.152,-0.0324,0.1068,-0.3235,-0.6643,-0.2911,-0.1507,-1.7347,0.6667,0.1685,-0.0088,0.2597
-1.9931,-0.6664,-0.0357,-0.7126,-0.8227,-0.4483,-0.9636,-1.0718,-0.8534,-0.2607,-0.2018,0.143,-0.5157,1.1622,0.2231,-0.7665,0.2689,-0.3095,-0.5177,-0.629,0.6146,-0.3975,-0.0915,0.5314,-0.8717,-0.3118,-0.6015,-0.6987,-0.2827,-0.7209,0.2428,-1.1289,-0.9763,-0.0082,-0.0218,-1.1452,-0.9242,-0.5758,-0.6938,-0.1118,-0.3047,-0.587,-0.8499,0.0181,-1.2521,0.3718,-0.7083,0.0018,-0.3934
-1.4807,-0.0991,-0.7543,-1.2249,-0.3551,-0.4198,-0.0437,-1.1018,-0.143,-0.2962,-0.433,0.2784,-0.2061,0.74,-0.1788,-0.7421,0.1813,-0.6986,-0.8501,0.7993,0.2181,-1.5285,0.0674,-0.4351,-0.8589,0.5778,-0.7736,-0.3442,0.5203,0.0471,0.8467,0.1459,-0.5071,1.3656,-0.5438,-1.3352,-0.1932,-0.013,-0.6453,0.4908,-0.5851,0.0494,-0.5055,-0.3637,-1.1313,0.4012,-0.1152,0.3585,-0.2936
-1.6553,-1.0984,-1.7584,0.0378,-0.9174,0.2516,-0.2245,-1.2214,0.3429,-1.0079,-1.4209,0.3717,0.6606,0.8506,-0.6011,-0.3336,-0.1839,-1.2056,-0.8999,0.638,0.6543,-1.2817,-0.6178,1.3375,-1.0873,1.1938,-0.6172,-0.6994,1.0154,0.1306,1.1117,-0.288,-0.283,0.4827,0.0964,-1.7807,-1.0318,-1.0564,-1.745,1.0331,-1.3197,-1.1421,-1.5888,-0.3011,-0.2431,0.0719,-0.1995,-0.2783,-0.8906
