"IC05","-1.0147","-0.9043","-0.8215","-1.0161","2.1826","0.7399","0.5345","0.5063","2.3445","4.0668","2.1601","0.2126","-0.1638","0.1042","-1.1164","-0.8622","0.5572","0.1211","-0.2224","-0.5278","-0.4654","0.1284","0.1611","-0.8106","-0.5596","-0.7851","-2.3594","-1.6589","-0.7681","-0.4299","-0.8751","-0.2263","0.0115","-0.8079","-0.5575","-1.3358","-0.6833","-0.9538","-0.4822","-1.3900","-0.3004","1.3966","-0.0476","-0.1441","-0.8827","0.3554","0.2118","0.7938","0.6139","1.4845","1.1491","1.6167","1.4954","-0.0097","0.0910","-0.5169","0.5781","0.3447","1.3759","0.8493","0.9675","0.3895","1.4478","0.2693","0.2589","0.5622","0.6749","0.9511","-0.3344","-2.0841","-1.1083","-0.0617","-0.6027","-0.5528","-0.9548","-0.9194","-0.5728","-0.2624","-0.8995","-0.3074","-0.2844","-0.5159","-0.1884","-0.6997","-0.7022","0.3021","-0.3590","0.7678","0.6955","-0.1334","0.3611","-0.4262","-0.1913","-1.2183","0.0390","-0.1042","0.7353","-0.2540","0.8962","-0.0582","0.2795","-0.6539","-0.0366","-0.3671","-0.0834","0.9109","0.6953","2.2936","1.0393","1.9938","1.6589","1.7354","1.3010","1.4967","0.4541","-2.1453","-3.0061","-2.7819","-2.6536","-1.0761","-1.9228","-0.1288","-1.0177","0.1650","-0.6778","-0.0206","-0.1384","0.8177","0.2718","0.7862","0.1107","0.7402","1.0963","0.9516","-0.7009","-0.1105","-0.9114","0.2034","0.4379","0.2236","0.5626","-1.4399","-1.2113","-1.3531","0.8256","0.3250","1.0349","0.0750","1.0638","0.6099","1.5823","-0.4287","-0.1041","-0.2402","1.8548","0.7706","0.7742","1.3746","0.5541","0.7658","0.1421","-1.6659","-1.5965","-0.6979","-1.3048","0.3648","-0.9377","0.4203","-0.9990","0.3929","-0.3024","0.9117","-0.1862","0.7271","0.4260","-0.1659","-0.4781","0.1023","-0.4567","-0.2031","-0.4136","0.0909","-0.5972","-0.6294","-1.6158","-1.5760","-0.1935","-0.9676","-0.0900","-1.2718","0.0448","-0.8655","0.3522","-0.4216","0.5317","0.1322","0.9174","0.0792","1.0220","0.5330","1.0007","0.5547","1.3316","0.9216"
"IC08",0.5728,-0.5243,-0.5207,-0.2295,0.743,-0.0327,1.1737,1.0999,0.8878,0.1879,-0.1197,0.2446,0.6931,-0.5632,-1.6599,0.018,0.4357,0.341,-0.7264,-0.6838,-0.5065,0.2508,-0.2434,-0.504,-0.9336,-0.0249,-0.207,-0.3367,0.0834,0.4166,-0.6396,-0.2042,0.0644,-0.3801,-0.8235,-0.7396,0.2562,0.1516,-0.0531,-0.9842,-0.4969,0.7666,-0.1205,0.5697,0.9194,1.6867,1.2825,0.7762,-1.0332,-0.9913,-0.5868,0.0931,-0.638,0.3979,1.1327,1.1341,0.7998,-0.3563,-0.8994,-0.6827,-0.5761,-0.2421,0.0749,1.5565,1.4443,1.3838,1.2229,1.063,-0.5347,-0.9269,-0.3898,-0.5209,-0.9843,-0.5608,-0.7684,-0.5817,-0.5493,-0.2242,-0.4167,0.6342,1.0599,0.9241,0.6247,-0.5431,-1.3073,-0.2512,-1.0996,-0.1775,0.3937,0.3403,0.4011,1.1353,1.2481,0.0775,-1.3789,-1.58,-1.3663,-1.425,-0.2495,-0.4237,0.4355,0.3214,1.3979,0.3687,-1.2194,-1.9659,-0.6337,-0.223,-0.3257,0.4154,1.2397,1.7325,2.6497,1.9994,2.072,0.6374,-0.0564,0.4445,-0.3693,-1.6489,-2.7739,-2.26,-1.872,-1.4624,-1.2894,-0.0267,0.4862,1.511,1.3238,1.4423,1.2674,1.8417,1.5419,1.9708,-0.5308,-0.8453,-1.2511,0.3131,0.5953,0.775,1.1008,1.2075,0.0336,-2.0539,-2.3538,-1.6772,-0.9587,-0.3167,0.7211,0.8502,0.2326,-0.692,-1.4064,-1.8775,0.3886,0.1689,1.3886,0.7847,1.6118,1.0746,1.3971,-0.5232,-2.4257,-3.0656,-2.3859,-1.4124,-0.747,0.2325,0.6988,1.3354,0.87,1.5436,0.4536,1.2393,0.7316,0.9267,-0.3235,0.1993,-0.8212,-0.2629,-0.6173,0.3273,-0.2816,0.2579,0.1009,0.6864,0.2686,-0.1405,0.0454,-0.2035,-0.5916,-0.3192,-0.0745,0.5124,0.3041,-0.3243,-0.5942,-0.5398,-0.1718,0.3756,0.3918,0.6485,0.1768,-0.3939
"IC09",0.2188,-0.0239,0.0294,-0.1768,-1.1073,-0.6835,0.4322,1.4573,1.7919,0.7159,-0.0995,-0.3942,-0.8629,-0.4285,-0.192,0.3303,0.2687,0.4157,-0.2433,-0.4767,-0.8231,0.0443,-0.264,-0.3289,-0.8464,-0.4478,-0.6822,0.2882,-0.588,0.3562,-0.2546,0.1593,-0.8621,0.4476,0.0586,0.2218,-0.5597,-0.2751,-0.5224,-0.0422,-0.2223,0.4161,1.0961,1.7101,1.7527,1.3293,-0.1952,-0.3768,-0.635,0.2629,-0.1604,0.8303,0.8555,0.6194,-0.1572,-0.6348,-0.928,-1.3762,-0.7924,0.0166,0.5809,1.4555,1.222,2.0298,0.8479,0.4073,-1.0603,-1.7431,-1.9143,-0.6207,-1.5617,-0.9894,-0.665,0.4681,-0.6095,-0.064,-0.1467,1.0577,1.0333,1.8791,0.5605,-0.2743,-1.6878,-0.687,-0.8974,0.3752,0.4283,1.6075,0.7275,1.5268,0.8907,0.2774,-1.5015,-1.2146,-1.6793,-1.3073,-1.368,-0.485,0.4222,0.5484,1.8954,1.0512,0.348,-1.9186,-1.3705,-0.6247,-0.0511,0.2242,-0.0288,0.6272,1.3967,1.0366,1.7174,1.5109,1.8009,-0.3737,-1.3991,-2.3858,-1.5723,-1.0012,-1.3217,-0.6042,-0.3244,0.1417,-0.0249,0.5992,1.0468,0.9878,0.8991,1.5366,1.5802,1.2773,-0.2203,-0.8821,-1.9006,-1.1821,-0.545,0.8185,0.721,1.9685,1.3515,0.9703,-0.8061,-0.6957,0.3896,0.4302,0.9359,0.4349,0.6484,-0.8478,-1.9762,-2.1595,-1.3788,-1.5079,-0.8258,-0.642,1.3608,0.8648,1.184,-0.2314,-1.5137,-2.16,-1.7443,-1.1174,-1.2558,-1.1239,-0.194,0.7676,0.8679,0.8397,0.8018,1.4007,1.5293,2.2877,1.5699,0.9549,0.5964,1.1679,-0.2274,-1.135,-1.9765,-0.2342,-0.1107,1.1737,-0.0964,0.6886,-0.4436,0.1453,-0.3712,-0.2907,-0.1309,0.389,-0.1115,0.062,0.1384,-0.3264,0.1634,-0.413,0.3524,0.3916,0.6978,-0.5229,-0.449,-1.3216
"IC15",0.6721,1.0369,0.4153,0.0932,0.2267,0.3004,-0.0038,0.1963,0.2399,-1.1085,-0.2228,-0.0451,-0.1081,-0.5421,-0.1147,-0.732,-0.929,-0.6164,-0.3664,-0.5721,-0.3,-0.335,0.2799,0.1772,0.0383,-0.1888,-0.4588,-0.4647,0.8822,-0.4142,-0.6282,-0.0191,-0.287,0.6964,-0.0508,0.0191,-0.5021,-0.2962,-0.8982,-0.0427,0.3058,0.1762,1.9688,1.8301,2.5335,2.0945,1.0836,-0.7447,-1.1983,-1.044,0.0469,0.436,0.1851,1.0648,0.222,0.1215,-0.8888,-1.0269,-1.24,-0.5351,-0.0806,1.1963,1.1829,1.3658,1.1572,0.7744,-0.1439,-1.4125,-1.9102,-0.8326,-0.9238,-1.1659,-0.664,-0.5508,-0.6038,-0.3802,-0.4466,-0.1514,0.089,1.2487,0.5125,0.5954,-0.789,-1.3,-0.6053,-0.8185,-0.2983,0.3378,1.5969,1.7353,2.1822,2.4528,1.2028,-0.2919,-1.6441,-1.9072,-1.8912,-0.5864,-0.4585,0.4525,0.0531,0.9411,-0.9548,-0.686,-0.047,-0.3829,-0.231,0.0936,0.9224,0.6834,1.5013,0.6191,1.1037,1.1604,0.793,-1.0923,-1.689,-1.6159,-1.356,-1.2891,-0.6035,-0.8575,-0.082,-0.1622,0.0969,0.4982,1.315,1.0672,1.2609,1.5108,1.8663,1.3466,0.7238,-1.1498,-1.2867,-1.3401,0.6048,0.8264,1.2824,1.2975,1.0513,-0.1485,-1.2501,-1.3427,-1.8074,-0.6335,-0.318,0.6249,0.7078,0.9719,-0.5706,-1.9595,-2.4631,-1.0242,-0.4957,0.1327,0.3123,1.4721,1.5188,1.8789,0.5878,-1.3213,-2.9221,-2.4095,-1.3632,-1.3487,-0.4224,0.1014,0.4898,-0.3861,0.8455,1.0142,2.073,1.4796,1.6931,0.6501,0.0059,-1.1403,-0.938,-0.4777,0.4663,0.9219,1.0456,-0.1712,-0.1501,0.5973,-0.3105,0.675,0.8291,0.819,0.2476,0.3346,-0.3647,0.3092,-0.6095,-0.2145,-0.6398,-0.2278,-0.6474,0.5016,-0.0362,-0.1215,-0.9338,-0.5753
"IC16",2.6694,1.1743,1.8916,1.6687,0.3481,0.3136,0.1956,-2.1664,-1.5824,0.2376,-1.3675,-1.6457,-0.7795,0.4933,-0.2328,0.7653,-0.101,0.1552,-0.3452,-0.4913,-0.6518,-0.4254,-0.4031,-1.1069,-0.1272,-0.0917,0.4682,1.4732,0.5045,0.3054,-0.2968,0.0944,-0.6934,-0.6437,-0.0974,0.5723,0.5999,0.2967,1.0899,-0.2732,0.9032,0.014,-0.0559,-0.6874,-0.9115,-0.9493,-0.6517,-0.1093,0.2079,-0.248,-1.6432,-1.4044,-1.4257,-0.2635,0.2667,0.744,1.3946,0.444,-0.033,0.1251,-0.5628,-1.2858,-0.9464,0.026,0.057,1.4503,1.4844,1.0702,1.3748,0.5685,1.9559,0.6235,0.6813,0.993,-0.0495,-1.4719,-0.9894,-1.1297,-0.7413,-0.6288,1.1962,1.2079,1.2664,0.0862,0.6907,-0.8566,-1.0079,-1.2206,-0.8182,-0.4371,-0.5188,1.0683,0.6639,0.7532,0.1014,0.1227,-0.4115,-1.0918,-1.7489,-0.6047,0.6987,1.8651,1.0368,0.2296,-0.2005,-0.9857,-1.8776,-0.9808,-0.3551,0.0818,1.332,0.3032,0.3917,-0.5903,-0.7117,-0.9378,-0.8212,-0.0526,-0.1832,0.4053,-0.1015,-0.8061,-1.0024,-0.0771,-0.3979,-0.2887,1.5136,2.0739,2.4859,0.2997,0.6046,-0.3555,0.9016,0.445,1.4216,0.2433,-0.8262,-0.8842,-0.4139,0.2631,0.8366,0.5005,-0.0599,-0.5912,-1.6595,-1.8068,-1.1586,-0.5353,-0.6774,0.602,1.3764,1.3225,-0.9109,0.2819,-0.7798,-0.4031,-1.2202,0.5061,1.1768,1.5672,1.0843,0.3636,-0.1343,-0.453,-0.9847,-0.9683,-0.137,0.2994,1.3078,1.2499,2.5865,1.2918,0.678,-1.1093,-1.1309,-1.9663,-0.1313,0.0781,0.6327,0.1994,-0.4577,-0.4236,0.1387,-0.0308,-1.2131,-2.0681,-1.6585,-1.854,-2.2779,-1.6256,-1.5749,-0.5435,0.7359,0.1856,-0.056,0.8,1.0115,1.4355,1.0185,0.1357,0.2269,0.9419,1.6812,2.1701
"IC17",-1.8274,0.1132,-0.6171,0.1112,0.8029,1.9337,-0.9185,-0.0038,1.8533,2.2794,1.5939,0.9825,0.1549,-0.7833,0.2074,-0.9835,-0.9207,-0.8806,0.1,-0.3673,-0.915,-1.8316,-0.8618,-1.0213,-0.5057,-0.2036,0.3486,-1.0078,0.0486,-0.8535,0.2731,0.2891,-0.0323,0.7363,0.083,0.1966,0.2361,0.1055,-1.0014,-0.3291,0.4458,0.1354,1.6381,0.7488,1.2355,1.0144,1.2665,-0.4417,-1.5279,-1.5821,0.1133,0.2632,0.4819,0.3878,0.0064,0.1255,-0.9067,-1.0522,-0.0861,-0.1979,0.2977,0.7304,0.9505,1.7281,1.8069,-0.0987,-0.3778,-0.9791,-0.5969,-0.2191,-0.5661,-0.1743,-0.4634,-0.4769,-0.6847,-0.4379,-0.2331,-0.4533,0.674,0.7817,0.0128,-0.272,-0.7672,-0.9854,-1.0027,-0.6488,0.3137,1.8995,2.3861,1.2292,1.4735,0.797,0.1265,-1.218,-1.5707,-1.1542,-1.2941,-0.1258,1.0505,1.5292,0.8765,0.7125,-2.3062,-1.2047,-0.5736,-0.1991,-0.6717,0.6245,0.7138,0.0013,0.8584,0.22,-0.0077,0.8424,0.131,-1.4825,-1.5954,-1.6818,-1.3552,-0.976,-0.652,-0.0915,0.1002,0.0795,0.8519,0.7351,2.0075,0.9514,0.8709,1.1998,1.7858,-0.1779,-0.9924,-1.6856,-0.1668,-0.3561,1.1669,0.6249,1.5382,1.153,2.4481,0.3747,-0.8789,-0.5379,-0.4175,0.2198,-0.8363,0.3439,1.269,0.7626,-1.3901,-1.7872,-1.5593,-0.6537,-0.3202,-0.1006,-0.1689,1.422,0.5005,0.6009,-2.0726,-3.1236,-2.8788,-0.7945,-0.3733,-0.5829,0.0042,0.5084,0.6116,-0.5905,0.058,0.2111,1.968,1.5629,2.2685,1.4719,0.6479,-0.8415,0.1575,0.1062,0.8863,0.6735,0.9327,-1.1912,-0.2891,-0.0071,-1.2999,-0.1558,0.416,0.0286,0.3312,-0.0338,-0.9308,-0.1052,-0.4441,-0.9471,-0.7436,-0.5742,0.0057,0.9904,0.5394,0.8099,0.1161,-0.1257
"IC18",-2.0859,-0.5155,-0.6198,-0.5226,0.9424,0.2005,-2.1607,-0.1853,2.9339,2.0868,-0.8432,-1.291,-1.9826,0.4257,-1.4032,0.175,0.9208,1.2198,0.3647,0.3679,-0.4223,1.1425,0.8152,-0.41,-0.3328,0.6152,-0.1471,1.1317,0.6118,0.9455,-0.2991,0.5895,0.0852,-0.3768,0.1806,-0.7128,1.1675,-0.2581,1.0038,-0.4937,0.2282,0.3402,1.438,0.1653,-0.5509,0.2922,1.3269,-0.1251,-1.0274,-1.5235,-1.2625,-1.7065,-0.7535,-2.488,0.9338,0.5836,1.141,-0.8243,0.0747,-1.0075,0.0009,-0.3666,0.4651,-1.3322,0.5579,0.8304,1.2414,-0.2013,-1.4434,-2.2181,-1.3542,-1.0241,-0.6505,1.1649,0.9011,0.9042,1.4492,1.147,-0.2313,-0.0907,0.9732,1.0948,1.1877,0.6384,-0.5222,-0.4574,0.4419,0.7798,0.3389,-0.4108,0.875,0.6301,1.7744,0.4471,-0.0506,-2.4231,-0.6586,-1.1958,-0.207,-0.3937,0.0041,0.8432,1.2651,1.1749,-1.6136,-0.2636,-2.2547,0.3015,-1.1637,-0.0227,-0.6512,-0.3899,-0.7773,0.9478,0.1214,0.4499,-0.4023,1.0567,-1.1534,-0.1535,-1.0178,0.6581,-0.4068,0.7152,0.6256,-0.0584,1.3053,0.7231,1.2158,0.4822,0.6912,0.5452,1.0872,0.0872,-0.9923,-2.2933,-1.5666,-1.714,0.2506,-0.2601,1.3602,0.8213,1.7871,-1.8924,-0.6299,-0.7896,0.3065,-0.7735,-0.0042,0.0231,1.102,0.3811,-0.3289,-0.9273,-0.8326,-0.5482,-0.5221,-0.0314,-0.1467,2.1106,1.2235,2.1137,-1.6106,-0.3282,-1.8518,0.1615,-0.8565,0.8717,0.7584,1.2536,0.6708,0.4056,1.1392,-0.915,0.398,-0.6545,0.1283,-0.6576,0.2576,-0.3808,0.5057,-0.0736,1.017,0.896,1.3931,-0.9893,0.2247,-1.388,0.255,-1.5253,0.3762,-0.7368,0.8196,-1.2685,0.9711,-1.0726,1.2075,0.0319,0.9306,-0.9822,0.4948,-0.2681,-0.8094,-0.7281
"IC19",-0.8597,-1.0792,-1.3515,-1.2691,2.2439,2.2551,1.0183,1.3518,-1.6027,-1.0559,-2.1778,-1.6537,0.2629,0.5906,1.4255,-1.3673,1.0805,-1.0725,0.3057,-0.6286,2.0221,1.1269,2.5544,1.4457,1.3893,-0.7489,-0.2483,-1.7865,0.6349,-0.865,0.98,-1.0093,1.1365,-1.0945,-0.1876,-1.4375,-0.5771,-1.9604,-0.5341,-0.4073,-0.1301,-0.323,-0.3649,-0.7049,-0.701,-0.0421,0.3664,-1.329,-0.0494,0.0227,2.1222,0.9555,1.3006,-0.2152,0.6807,0.9007,1.2572,2.3173,-0.4837,1.4429,2.2436,0.5846,-0.209,-1.2509,-0.2504,-1.0447,0.716,-0.221,-0.0669,-1.0139,-0.2655,-0.2652,0.6846,-0.6616,2.2732,-0.2516,0.1117,-1.4545,0.119,-1.1219,-0.972,-1.7394,-0.3437,-0.0906,0.6163,-1.3464,0.4702,-1.0924,-0.1578,-0.2545,-0.3036,-0.4668,0.3041,0.1748,0.1157,-0.6578,-0.3388,0.5799,-1.8271,-0.8399,-0.389,0.4121,-0.8082,0.9198,-0.2044,-0.5132,1.5361,-0.1686,0.9263,-0.5396,-0.086,0.564,0.093,1.937,-0.1307,1.2776,-0.0157,2.0407,1.9242,0.3774,2.4954,0.8899,1.5991,-0.3345,0.6285,-0.6555,0.4191,-0.7936,-0.1794,-0.9154,-1.5287,-1.358,-0.7613,0.212,0.921,-0.5929,0.0688,-1.4548,-0.1319,-1.1876,-0.9396,-0.7544,0.1089,0.2761,-1.0259,1.4549,-0.3887,0.6857,-0.9222,-0.9474,-1.4738,-0.2387,-0.2438,0.4703,-1.0529,-0.0012,-0.9174,-1.0312,-1.0836,0.3117,-0.7535,1.9939,1.0936,0.4425,1.6034,0.1107,1.2273,-0.9196,0.7047,-0.0304,0.3914,-0.6061,0.5142,0.2701,0.8539,0.0268,0.8563,0.001,1.2048,0.2833,0.8503,-0.1535,0.0101,-0.4067,1.4529,0.5647,0.3863,-0.5622,-0.5176,-0.6339,-1.0106,0.1029,-0.5606,0.4558,-0.4237,0.5338,-0.8064,0.4124,-0.2815,0.2719,-1.1139,0.3249,-1.3551,0.053
"IC20",0.0158,-0.5328,0.1535,-0.1718,2.2728,-0.5965,-0.2887,0.0616,1.3383,2.9763,0.2706,-0.5313,0.5485,-0.7186,-0.9221,-1.0792,-0.6834,-0.5952,-0.6619,-0.6591,-0.4906,-0.7714,-0.2251,-1.2101,-0.4169,0.4031,0.317,1.2377,0.5979,0.1802,-0.8693,-0.2453,0.2202,0.1396,0.4786,-0.7665,-0.1744,0.0459,0.4036,-0.1163,0.3468,1.367,-0.0516,-0.5406,-0.4648,0.0965,0.5999,0.6512,-0.218,-0.204,-0.453,-0.2638,0.6301,0.5532,1.3117,0.2688,-0.3877,-0.5303,-1.2346,-0.0909,-0.6953,-0.6876,0.0497,0.8352,0.3133,0.3863,-0.118,-0.4972,0.7013,-0.6727,0.0677,0.0875,-1.0417,-0.781,-0.3447,-0.8004,0.5059,-0.2349,0.8269,0.5626,1.2725,0.7304,0.6455,-0.9041,-0.7011,-0.0232,0.2043,-0.0794,0.4231,0.5942,0.6179,0.4476,1.2616,0.3305,-1.0043,-1.4607,-1.7884,-1.3664,-0.0345,-0.0805,0.2933,1.3312,0.6534,0.0042,-1.6768,-1.2192,-0.53,0.4457,1.1886,1.3745,3.0194,2.2133,1.6735,0.5414,-0.8506,-1.8936,-2.6957,-0.3867,-1.6543,-1.3001,-2.2444,-1.1178,0.2094,-0.679,0.0891,0.2523,1.7884,0.709,1.9462,1.0211,2.1038,1.327,2.2873,-0.1801,-0.6767,-1.8263,-0.9538,-1.9738,-1.0475,-0.9396,0.1442,0.3059,-0.1044,-2.1232,-1.2385,0.3746,0.766,0.7784,0.1069,1.3531,0.6975,0.2523,-1.4961,0.061,0.3988,0.1434,0.2797,1.8253,1.5396,1.9169,0.9474,0.0182,-1.693,-1.6194,-1.9817,-1.8792,-0.8284,-0.2463,1.1269,0.4537,0.7178,0.9133,0.804,0.5133,0.9756,-0.1055,-0.0125,-0.4874,0.4132,-0.649,0.4019,0.3585,1.2862,0.2099,-0.4271,-1.8981,-1.8559,-1.3962,-0.733,-1.5055,-0.5904,-1.1234,-0.6928,-0.3176,0.5054,0.4298,1.6314,0.7031,0.7453,0.1611,0.9934,0.7346,0.2772,0.245
"IC23",-1.7495,0.3124,-1.1927,0.784,0.2261,2.6714,0.9136,1.2375,0.6079,-0.3679,-0.1029,-0.2526,-0.6476,0.31,0.432,1.1578,-0.2349,0.4939,-0.455,1.0552,-0.4609,0.6168,-1.3765,-0.4079,-1.4602,-1.3965,-0.6989,-0.4661,0.1625,-0.3251,-0.4944,-0.51,-0.3196,-0.6647,0.5731,-0.2023,-0.1067,-0.8111,0.9202,-1.2841,-0.3809,0.0511,0.1883,-0.5035,1.3216,-0.4009,1.1853,0.2323,0.3986,-1.4912,-0.4231,-0.8005,0.9848,0.0897,1.5925,0.5257,2.1903,-0.0514,1.6676,-1.0412,-0.4683,-2.5628,0.3783,-1.0367,0.0932,0.0661,2.3813,0.5188,1.5595,1.3767,-0.2063,0.0999,0.181,0.4671,-0.913,-1.7179,-0.3209,-0.205,-1.093,0.3426,-0.5364,0.0802,0.9773,1.3202,-0.6884,-0.0157,-0.4715,-0.066,-0.3651,-0.2268,1.0745,-2.0696,2.1159,0.0823,1.9428,-1.7748,-0.2852,-2.0134,-0.6119,-1.7,-0.4789,-0.4419,-0.1083,1.0697,-1.6393,1.1008,-0.2701,1.0162,-0.7744,1.0407,-0.6751,0.6762,-1.5717,1.5045,-0.1899,1.9538,-0.0531,1.0028,-1.059,1.4715,-1.1943,0.4702,-1.1699,0.1132,-0.8357,0.1463,-0.2749,0.6299,-0.1438,0.355,-0.4029,0.0679,0.0847,1.7407,1.5382,0.4716,0.3686,-0.3004,0.433,-1.0334,0.2985,-1.6845,2.1555,-1.1712,-0.1468,-1.3324,0.2878,-1.2114,0.4772,-0.1873,1.7613,-0.721,0.8697,-0.3648,0.3434,-1.0287,-0.688,0.6153,-1.3593,1.9822,-0.5285,2.6159,-0.9881,0.9721,-1.5534,0.114,-1.5162,0.4399,-0.7073,0.8455,-1.0257,-0.003,0.0512,-1.6448,0.5941,-0.9365,0.7408,-0.7922,1.4185,-0.7756,-0.7121,-0.8366,1.2357,-1.016,0.2531,-0.5708,1.7644,-1.2582,1.5262,-0.1602,0.4928,-1.1424,1.3401,-1.0132,0.8431,-0.1768,0.5616,-0.3797,0.6778,-0.3738,0.4352,-0.3637,0.4497,0.0385
