"IC05","IC08","IC09","IC15","IC16","IC17","IC18","IC19","IC20","IC23","IC24","IC26","IC27","IC29","IC31","IC33","IC36","IC37","IC38","IC41","IC42","IC43","IC44","IC45","IC46","IC47","IC48","IC49","IC50","IC51","IC54","IC56","IC58","IC60","IC62","IC63","IC64","IC65","IC66","IC67","IC68","IC69","IC71","IC72","IC73","IC74","IC75","IC76","IC77"
-0.4869,0.7274,1.7698,-0.109,1.1133,-0.0133,-0.9438,-0.5005,-0.1632,1.813,1.158,0.3698,-0.3429,1.0385,0.9685,-1.5667,-0.093,1.323,-0.6825,0.4289,1.3214,0.6517,1.5596,1.4359,-0.5284,-0.8728,1.4623,0.5191,1.8493,-0.3522,-0.8496,1.3871,1.4401,0.8962,1.5238,-0.2449,1.8625,-0.231,1.873,0.9493,0.5933,-0.3037,1.5944,-0.3479,1.0154,1.3734,-1.2946,1.3065,0.2021
-0.8827,-0.1863,1.4282,0.7315,0.1028,-0.0086,-1.0069,-0.3147,-0.7404,1.1994,0.758,-0.988,0.6446,0.6136,0.0285,-1.1253,0.2403,0.9274,-0.115,-0.0744,0.5673,0.9881,1.3259,1.1211,0.1124,-0.8503,1.14,0.0895,0.868,-0.37,-1.7578,0.7879,0.4984,-0.6749,1.0831,-0.2444,1.5625,-0.5732,1.7463,-0.6077,0.3174,-0.3626,1.3916,-1.6861,1.812,0.2763,-1.4464,1.1993,-0.1266
-0.9578,-0.4319,-0.5045,0.9918,-0.5699,-0.9123,-0.8497,-0.2719,-1.0121,0.5431,1.2391,-0.9007,0.6626,-1.2322,-1.0068,-0.918,-0.6625,-0.6039,-0.4764,-0.2573,-1.2898,-0.2676,0.6409,0.447,0.0184,-0.4883,-0.3192,-0.5538,-0.4706,-0.3572,-1.513,0.6861,0.2701,-1.0302,-0.4434,-1.0828,0.9679,0.496,0.3636,-1.0084,0.7995,-0.5685,1.5818,-2.421,1.2575,-0.458,-1.1417,0.1178,0.1521
-1.595,-1.1061,-1.5903,-0.3477,-1.2953,-1.3339,-0.3195,-0.3874,-0.8714,-0.3554,-0.1932,-0.9083,0.0116,-1.6409,-1.6961,-0.3202,-0.4913,-0.2562,-0.4306,-0.6916,-1.3569,-0.4682,-0.2104,-0.4887,-0.1224,-0.7996,-0.5515,-0.3253,-1.1794,-0.4578,-0.6977,0.6236,-0.1464,-1.3335,-1.1568,-1.3824,0.1333,0.0179,0.0154,-1.3537,0.1923,0.4523,0.4247,-2.5617,-0.1046,-1.5822,-0.5285,-1.008,-0.6094
-1.4251,-1.0954,-0.8449,-1.3744,-0.7262,-1.4407,-0.7102,-0.0852,-1.0386,-0.7278,-0.3595,-1.7135,-0.1763,-1.8145,-1.3721,-0.2281,-0.3064,-0.8265,-1.0971,-0.217,-1.1001,-0.7196,-0.5824,-0.8203,-0.453,-0.2818,-1.0106,-0.5844,-1.7124,-0.5803,-0.6895,0.2279,-1.0359,-0.8952,-1.2007,-1.1398,-0.3215,-0.5339,-1.7258,-0.8216,-0.6876,0.9457,-0.5425,-1.6918,-1.183,-1.207,0.5592,-1.2641,-0.4555
-1.2278,-1.2247,-0.4513,-1.0136,-0.0299,-1.975,-0.4072,0.2142,-0.4958,-1.4374,-1.009,-0.9578,-0.7078,-1.8359,-0.8621,-0.7018,-0.9616,-1.0157,-0.7654,-0.4345,-0.7694,-0.9686,-0.2458,-1.3078,-0.3532,0.3263,-1.2927,-0.3203,-1.4203,-0.5909,-0.7609,0.3813,-0.901,-1.1846,-1.1687,-1.0386,-0.8155,-0.4395,-2.6543,-0.8632,-1.201,0.7217,-1.6312,-0.9409,-1.7808,-0.3464,-0.1401,-1.6066,-0.201
-1.0781,-1.6734,-0.9701,-0.1436,0.1429,-0.5296,-0.6235,0.4016,-0.6483,-1.8109,-0.8613,-0.6698,-0.3763,-1.554,-0.8191,-0.2252,-1.0731,-0.9458,-1.0808,-0.2541,-0.7715,-0.6579,-0.0473,-0.4419,0.0867,1.0558,-1.1007,-0.3808,-1.6985,-0.862,-1.532,0.173,-1.074,-1.999,-0.9485,-0.6861,-1.4365,-0.7293,-2.1793,-1.6716,-0.9512,0.8343,-1.823,-0.5682,-1.5232,-0.2539,-0.4331,-2.2896,-0.0988
-0.8806,-1.0597,-1.2028,0.2321,0.5101,-0.0542,0.2872,0.0741,-0.3497,-1.443,-0.4975,0.5696,-0.2069,-1.3143,-0.0652,0.5001,-0.87,-0.8448,-1.3679,-0.0506,-1.2175,-0.6967,0.0519,-2.0985,0.9057,2.0809,-1.2104,-0.4045,-2.1878,-0.3772,-2.0248,0.4969,-0.8706,-1.7737,-0.7681,-0.627,-1.8743,-0.1831,-1.3095,-1.4256,-1.1145,0.6446,-1.3795,-0.6968,-1.0618,-0.0991,0.6526,-2.2348,-0.2563
-0.9781,-0.7032,0.1146,0.6556,0.2205,-0.3162,0.8165,-0.2729,-0.312,-0.7026,-0.4252,-0.3752,0.1324,-0.7852,-0.2115,1.1785,0.2406,-0.4572,-0.7024,-0.3671,-0.6265,0.0806,-0.103,-1.0078,1.4194,2.3463,-0.6299,0.1797,-1.8682,-0.3465,-0.9716,0.0481,-0.2616,-1.3,-0.1484,0.7101,-1.3079,0.3277,-0.3653,-1.2726,-1.0561,0.5192,-0.9633,-1.67,0.1357,-0.9627,-0.4233,-1.5019,-0.5736
-0.4442,-0.6069,0.2716,0.3814,0.2523,-0.3369,0.4615,-0.0343,-0.1093,-0.4307,-0.0083,-0.6927,-0.4383,-0.2463,-0.0487,0.4941,0.4075,-0.6072,-0.4839,-0.1875,-0.0447,0.2856,-0.1235,-0.2801,1.2868,1.3342,-0.4686,-0.1055,-1.1312,-0.4517,-0.3277,0.0079,0.7053,-0.6455,-0.0948,0.7706,-0.6486,0.0874,-0.5577,-0.407,-0.3297,0.2107,-0.4019,-0.9852,0.1219,-1.2026,-0.3885,-0.7818,0.0069
