"IC05","IC08","IC09","IC15","IC16","IC17","IC18","IC19","IC20","IC23","IC24","IC26","IC27","IC29","IC31","IC33","IC36","IC37","IC38","IC41","IC42","IC43","IC44","IC45","IC46","IC47","IC48","IC49","IC50","IC51","IC54","IC56","IC58","IC60","IC62","IC63","IC64","IC65","IC66","IC67","IC68","IC69","IC71","IC72","IC73","IC74","IC75","IC76","IC77"
-0.3594,0.3397,-1.8495,-0.8013,-2.3424,1.1854,-0.7485,0.0139,-0.2164,-3.0789,0.4571,1.3351,0.5312,-0.7681,-0.5858,-1.2895,-0.8101,-2.389,-1.372,-1.5555,-0.4463,-0.5314,-0.1854,-0.7084,-1.9321,-1.934,-0.3455,-1.4793,-1.706,-0.9601,-1.1318,0.6253,-1.1007,-0.9269,-0.5632,-2.2488,-1.8236,-1.0793,-1.5204,-0.0504,-1.1542,-1.47,0.0812,0.8334,-0.2523,2.1291,3.0122,-1.2144,1.1189
-1.738,-0.2461,-1.1683,-0.7645,-1.8414,0.1513,-2.5816,-0.588,-0.3261,-1.8645,-2.2783,-2.5273,-1.1868,-1.4318,-0.3676,-1.6513,-0.3045,-2.7358,-0.6299,-2.7664,-0.7587,-1.3817,-1.4027,-1.8846,-1.4452,-1.6351,-1.6132,-0.9666,-0.9603,-1.2799,-1.5093,0.193,-1.7508,-1.6644,-0.8847,-2.3379,-1.9298,-0.9944,-1.8352,1.154,-0.6907,-1.3406,0.4363,-0.7148,-0.4292,-0.1241,0.0271,0.2026,0.0522
0.3327,0.3245,-0.9005,-2.1252,-0.2185,-1.4875,-1.187,-1.2428,1.184,-0.8474,-1.1412,-2.4219,-1.5166,-0.8209,0.4562,-2.0578,0.2164,-1.0646,-0.5945,-0.4267,-0.2418,-1.8944,0.4081,-0.7251,-0.4502,1.5868,-0.8657,0.086,-0.3366,-0.8147,-0.7032,-0.1269,-1.1807,-1.0006,-0.2804,-1.5,-2.2957,0.9372,-0.7457,0.4656,-0.8007,-0.7933,0.5477,0.1247,-2.1141,-0.7155,-0.556,0.5077,0.3971
1.0558,1.8774,-1.3569,-0.8836,0.5979,-0.519,0.0583,-1.5894,2.1045,-0.3387,0.6447,-0.8433,-0.4229,-0.0398,1.4208,-1.1578,-0.9356,-0.6886,-0.6637,1.3934,0.4173,-1.4874,1.8711,-0.5352,-0.3963,2.4876,-0.628,-0.0766,0.0723,-0.1084,0.0827,1.84,1.0357,0.4568,-0.2585,-1.2726,-0.5957,1.2804,-0.3665,1.9549,0.0541,-0.6796,0.7289,1.3594,-1.9275,1.7491,0.0719,1.4459,2.1821
-0.1734,1.3979,-0.1282,-0.0179,0.9488,-1.0479,-0.6178,-1.5165,0.2911,0.5564,0.8755,-1.5449,0.1582,0.4795,0.9439,0.489,0.8499,0.4047,0.398,0.065,1.8034,0.837,-1.1277,-0.5508,1.3404,1.8361,0,0.7215,0.589,0.0581,0.6473,0.2948,0.2961,0.2573,0.5915,-0.5808,0.2014,0.569,0.7117,1.2911,1.1097,1.0904,0.1924,0.3429,-1.8611,0.4382,0.176,0.9368,1.231
-0.114,0.6468,0.401,0.5852,1.7511,-1.2594,-1.8107,-1.6608,1.7138,0.6714,-0.0137,-1.137,-0.1991,1.6402,1.0926,-0.4988,1.0149,1.2101,0.7723,0.9235,2.3328,1.0072,-0.0918,0.3795,0.733,1.7149,1.6213,1.0562,1.7361,-0.2876,1.2876,0.755,-0.3062,0.8326,0.7797,0.4311,-1.4357,-0.4585,0.7133,1.4003,0.6432,1.1389,-0.1203,1.8369,-0.7459,0.0131,0.0775,1.1914,-0.1623
1.7246,0.5555,1.2885,0.553,2.7435,0.0573,-0.4574,-1.3424,1.3354,0.8629,0.4423,0.2359,-0.2761,2.3979,0.4016,-0.1122,1.5931,2.5458,1.9275,2.5706,1.3148,1.701,1.0116,0.9372,0.8947,1.657,1.0235,0.4236,2.8942,0.608,1.6711,0.2458,0.6317,1.6835,1.3112,0.7185,0.9769,0.0803,1.7679,0.8614,0.2215,1.3484,0.3877,0.0398,-0.9535,-0.143,0.0518,1.3739,0.3734
-0.4139,0.0507,0.7759,1.9339,2.5102,1.408,-1.3122,-0.7851,0.1328,1.9244,-1.6003,0.1103,0.6038,2.099,0.1039,-0.0119,1.0851,2.1933,1.7573,0.1507,1.5553,2.5818,-0.1163,1.1218,0.9858,-0.439,0.9884,-0.6235,2.6599,-0.2131,1.8355,-0.4301,0.341,1.156,0.4218,0.9753,0.9783,-1.8762,1.4329,0.0703,0.5063,0.8519,-0.2821,0.9226,1.1534,0.4021,-1.3095,0.5404,-0.1354
-0.4312,0.4691,1.0075,1.6124,0.217,2.3149,-1.6202,-0.8065,-0.5158,2.2952,-0.1623,0.0979,1.3266,2.0387,-0.8281,1.2697,0.9446,2.2455,1.6487,-0.7153,1.8459,1.5401,-1.0724,0.7052,-0.1252,-1.7576,1.3794,0.4128,1.9986,0.8593,0.6876,-1.6085,-0.5536,0.362,0.6739,1.005,-0.3373,-0.3655,1.3342,-0.4908,1.0377,1.7376,0.1923,0.4045,1.7353,-0.5431,-1.9436,0.3138,-1.3554
0.5337,-0.3855,1.3989,0.084,0.1544,0.1424,0.3755,-0.5739,-0.6692,1.8709,0.6131,1.5378,0.2437,1.5093,-0.1628,-0.2837,0.767,2.2706,1.5355,0.4688,0.1609,-0.0075,0.0525,1.1085,-0.405,-1.332,0.4842,0.6755,0.8949,0.4518,1.4808,-0.9952,1.0762,0.4816,0.1731,0.2926,1.1497,0.2839,0.6451,0.515,-0.3436,0.2943,0.4105,-1.1367,0.1242,-1.2615,-1.676,-0.223,-0.5655
0.4768,0.0234,0.4401,1.2258,-0.2658,-0.2401,1.7786,-0.165,-1.1347,0.9062,2.3384,1.7483,0.436,1.4107,-0.3149,0.3718,-1.2986,-0.2595,0.5874,1.8474,-0.9693,-0.5719,-0.5396,1.7193,-1.2368,-1.0113,0.1272,0.2307,0.1768,-0.3649,1.2383,-0.5591,0.7891,0.6733,-0.7705,0.0798,1.9826,0.4063,-0.8675,0.6361,-0.1916,-1.7911,0.8299,-0.2925,1.0124,-0.2085,-0.5583,-0.2196,0.2878
-0.6349,-0.5102,0.8063,1.1807,-0.9096,-0.8177,-0.4686,0.091,-1.1264,0.5184,-0.3536,0.3212,0.1304,0.6124,0.1205,1.1212,-0.1845,0.1106,1.0367,-1.0212,-0.6039,-0.1981,-2.0901,-0.6327,-0.1191,-2.0383,-0.2005,-0.1497,0.3611,-0.1656,1.2121,-0.4257,-0.3894,-0.9992,-0.4446,0.0283,0.5945,-0.582,-0.2383,0.117,0.5622,0.5271,-0.1254,0.0036,0.1668,-1.5046,-0.0659,0.5065,-1.8332
-0.1258,-0.6285,1.0484,0.7622,-0.9761,-0.0284,-0.364,-0.087,-0.2717,0.8682,-0.2932,1.0065,0.4912,1.2967,-0.2223,0.6703,0.1049,-0.2393,1.05,-0.7905,-0.3708,-0.2955,-0.4816,0.9121,-0.8486,-0.6871,0.4679,-0.6699,0.0341,0.1823,0.7094,-0.4504,-0.7407,-0.6873,0.0374,0.0568,-0.4921,0.3012,-0.6185,-0.7375,0.2504,0.2411,-0.1177,0.6081,0.6396,-0.9367,0.7809,-0.5041,-1.3323
1.2928,-0.209,1.4598,0.07,-0.1092,-0.1054,1.4324,0.2661,0.2429,-0.1492,0.5444,2.6189,-0.1315,0.9709,0.3317,0.3631,0.2457,0.5667,1.3844,0.7506,-1.2404,-0.8368,0.3809,-0.2428,-0.5528,0.21,-0.3999,-0.2972,0.0498,0.3922,0.6092,0.496,0.3963,0.3582,0.3941,-0.0427,0.3074,0.6662,-0.5246,0.2177,-0.5172,0.3533,0.5165,-0.1831,-0.2862,-0.3628,1.8331,-0.9658,-0.1517
1.7065,-0.0621,0.4463,0.6447,0.7157,0.331,2.2902,0.2626,0.0451,-0.1284,1.4611,2.1489,0.6163,-0.6172,0.0934,0.9675,-2.2088,-0.5913,-0.653,1.0682,-1.6413,-1.1548,2.2443,0.3286,-0.6724,0.4783,-1.9008,-0.336,-0.1688,-0.0528,0.4587,0.6573,1.2664,1.0133,-0.4371,-0.8878,0.9101,-0.1934,-0.7208,0.9327,-0.5401,-0.9168,0.9128,-0.3572,0.3892,0.3436,1.2306,-1.6921,0.5537
0.1032,-0.4917,-0.0217,1.2226,0.1579,-0.3809,1.2364,0.2192,-1.1024,0.1541,-1.1631,0.5804,0.9073,-1.1823,0.06,1.1727,-1.3737,-0.4347,-0.3369,-0.1347,-0.7811,-0.5473,0.6134,-0.9786,0.8247,0.3677,-1.895,-0.134,-0.9481,-0.0656,-1.2987,-0.5696,0.008,0.536,-0.2455,-0.2687,0.4349,-0.7831,0.3267,-0.8033,0.7625,-0.3139,0.3837,0.3936,0.5723,0.7137,0.4891,-1.3838,-0.9249
-1.0591,-0.6055,-0.0893,0.5215,-0.67,1.2898,0.3826,0.1695,-1.4016,0.1371,-0.7336,-0.7882,0.4579,-1.5401,-0.7384,0.7249,0.3181,-0.3172,-0.2745,-0.0225,-0.7223,-0.6627,0.5318,0.2815,0.9381,0.3416,-0.3058,0.084,-0.7671,1.0663,-1.7851,-0.5634,0.0715,0.2314,0.2669,0.4296,-0.3708,0.3353,0.9072,-1.4579,0.3479,-0.3108,-0.1051,-0.3421,0.8475,1.0311,-0.9564,-0.5932,-0.3261
-0.8067,0.0471,-0.4384,-0.771,-0.9492,0.2595,0.5002,0.4531,-0.7108,-0.5357,-0.0537,-0.2376,-0.4933,-1.1546,-0.4426,-0.3626,-0.5277,-0.2573,-0.5716,0.1304,-0.9858,-0.9468,0.5899,-0.6857,0.8982,0.2852,0.537,0.0152,-0.7364,0.6391,-1.4304,0.4635,1.165,0.2452,0.2819,0.4948,0.5388,0.285,0.7192,-1.2072,0.2648,-0.3029,0.3579,-1.2189,1.1982,1.2006,0.5957,-0.2587,1.5047
-0.712,0.1498,-0.2744,-1.295,-1.9218,-0.3138,0.6049,0.8011,0.0179,-0.6654,1.0309,0.6193,-0.1766,-1.2592,-0.6824,0.0008,-1.5369,0.125,-0.7912,0.6112,-0.9543,-0.0294,0.1503,0.2273,1.0991,-0.2737,-0.3893,-0.361,-0.3193,0.1421,-1.3251,0.8244,1.0556,0.2501,0.597,-0.0367,0.5624,0.9607,0.3953,-0.7338,0.4333,0.1215,0.3111,-1.3528,0.4468,0.1081,-0.1988,-0.021,1.0846
-1.3671,-0.8458,0.1188,-0.2648,-1.1806,-0.7476,0.4453,0.7717,-1.3272,-0.7429,0.5343,-1.1559,-0.0068,-1.3371,-0.9148,0.1869,-0.8071,-0.6793,-0.6436,-0.5659,-0.7813,0.7854,-0.8907,0.1832,0.3203,-1.1939,-0.3674,-0.4549,-1.0858,-0.4187,-0.5628,-1.4733,-1.1056,-0.4254,0.6011,0.1625,0.7684,-0.7236,-0.1733,-1.0477,-0.3669,0.2449,-1.0411,-1.3498,0.9259,-0.3428,-1.1276,-0.4584,-0.8178
0.1925,-0.3246,0.1298,-0.1967,-0.0583,-0.241,-0.3672,0.914,-1.102,-0.5148,-1.0739,-0.4177,-0.9153,-1.5949,-0.8282,0.4909,-0.6167,-0.7223,-0.5762,0.0098,-1.1439,0.2887,-1.1547,-1.0113,-0.07,0.0557,-0.3338,-0.2342,-1.2818,0.0335,-0.7226,-0.6922,-1.5038,-0.8389,0.5561,0.2079,0.0687,0.0251,-0.6209,-2.2282,-0.2796,0.7334,-0.9672,-1.0107,-0.0332,-0.3546,-0.1278,-0.6678,-1.7552
-1.1579,-0.4949,-0.1333,-0.4821,0.0986,1.4539,-0.331,0.8202,-0.7006,0.9117,-1.7614,-0.0531,-0.0772,-1.0943,-0.9969,0.3631,0.8579,0.5605,-0.6583,-0.129,-0.778,0.5168,-0.022,0.9778,0.2368,-0.0561,1.3314,-0.123,-1.2972,0.435,-0.4079,0.3855,-0.5476,-0.3675,0.9512,0.8106,-0.4391,0.3552,-0.4751,-2.1886,-0.3959,2.4506,-1.1883,-0.2754,0.9825,-0.4365,-0.3977,-1.5242,-1.1097
-0.7352,-0.2132,0.6014,-1.1119,-0.5794,-0.0906,1.1518,1.5391,-0.4285,0.4151,-0.4742,0.2784,-1.0671,-0.0761,-0.1401,-0.5735,1.1103,0.9484,-0.0771,0.4388,-0.8403,0.3919,0.3057,0.0905,0.3969,-0.0894,1.7296,0.7099,-1.0539,-0.1009,0.1251,0.4563,0.8523,0.167,1.0981,1.6183,1.1124,0.1517,0.2569,-0.6631,-0.7387,2.0259,-0.5924,-1.534,1.1975,-0.5747,0.08,-0.8705,-0.4202
-0.6836,-0.1584,-0.0409,-0.4571,-0.0693,0.7295,1.9046,1.7147,-0.1014,0.6699,1.7464,0.9235,-0.322,-0.6726,0.6367,-0.1659,0.0003,1.3245,-0.929,0.7871,-0.595,0.5143,0.9009,1.0242,1.0712,0.0807,-0.6973,0.2448,-0.909,-0.0127,-0.0869,1.2361,1.1831,0.2224,-0.0327,1.2553,0.9683,1.1817,0.6984,0.4082,-0.1787,0.9021,0.2232,-1.0983,0.5736,0.0322,0.1513,-1.3216,-0.0303
-0.3765,-1.0433,-0.2283,0.0356,1.1597,0.4703,1.3271,1.6737,-0.9453,-0.7149,1.1591,0.7433,0.3832,-0.6311,0.1059,-0.3764,-0.2708,0.0813,-0.7103,0.5385,-0.8138,1.096,0.6945,1.2211,0.1826,-0.1155,-0.5556,-0.4122,-2.0976,-0.7736,0.2143,-0.2547,0.1857,0.1689,-0.084,1.5006,0.7639,0.2908,-0.333,-0.4263,0.0369,-0.6483,-0.1683,-0.2282,1.4088,0.4478,0.1297,-1.4953,-0.6496
-0.3575,-0.8778,-0.0127,0.427,0.4051,0.2205,-0.5549,2.0516,-0.5636,-0.4918,-1.308,0.2308,-0.1729,-0.5896,-0.1937,0.6871,0.5549,0.4604,-0.7971,-0.4194,-0.1529,0.2611,-0.4804,-1.036,1.1064,0.4814,-0.7105,-0.8369,-1.3636,0.0469,-1.0283,-0.0916,0.1722,-0.6927,0.5335,0.6466,0.2768,0.5084,-0.1841,-0.6635,0.1474,0.5087,-0.6824,-0.4299,-0.1472,0.1024,0.6496,-0.3299,-1.6151
-1.0961,-0.4128,0.4721,-0.0164,-0.3171,0.2539,-0.6684,1.8814,0.2373,-0.1071,-1.3698,-0.5033,0.2825,0.3299,-0.2758,0.8375,1.2544,1.0422,-0.0599,-0.5252,0.7038,-0.1965,-0.2905,0.38,1.3554,0.9923,0.587,0.16,-0.3492,0.3033,-1.1082,-0.5382,-0.3871,-0.6798,0.8419,0.505,-0.513,0.9156,0.4885,-1.4324,0.4251,0.7603,-0.6869,-0.212,-0.4361,-0.3698,0.4119,-0.3787,-1.2372
