"IC05","IC08","IC09","IC15","IC16","IC17","IC18","IC19","IC20","IC23","IC24","IC26","IC27","IC29","IC31","IC33","IC36","IC37","IC38","IC41","IC42","IC43","IC44","IC45","IC46","IC47","IC48","IC49","IC50","IC51","IC54","IC56","IC58","IC60","IC62","IC63","IC64","IC65","IC66","IC67","IC68","IC69","IC71","IC72","IC73","IC74","IC75","IC76","IC77"
0.5062,1.1858,0.9712,-0.3636,1.2192,0.5629,-0.365,-0.0644,1.2135,-0.9399,0.8885,1.5223,-0.7582,1.5997,-0.8017,-1.709,0.9315,2.0553,0.8431,1.5079,1.2076,2.5248,0.8301,-0.5044,0.833,-0.7514,0.5368,0.3205,1.3885,-0.3311,0.0563,0.6504,2.1186,1.0226,0.2585,0.4608,-0.0803,-0.3358,0.4088,0.3518,-0.1426,1.6786,0.3797,0.3838,0.1981,0.7838,0.668,-0.3786,0.656
-0.6372,0.8676,1.1804,0.263,-0.6392,0.4561,-1.6081,-1.7373,-0.0956,1.878,2.653,-0.3915,-0.4159,1.1557,-0.9445,-0.7258,0.0754,1.1012,0.4862,1.3076,1.0254,1.8129,0.9327,2.5434,-0.4743,0.4312,0.2351,0.9039,0.6317,0.3011,0.3218,0.3201,-0.644,-0.0793,0.119,-0.2247,1.294,0.8421,0.1683,1.5913,2.0578,2.2073,0.8692,0.5178,0.5302,0.4008,0.5742,-0.0068,0.2321
-0.3823,-0.0755,1.3182,1.3041,0.2129,1.8433,-0.4576,-1.3721,-0.0056,2.6527,0.7411,-0.1591,0.2382,0.1304,0.4284,0.1745,-0.4575,1.3214,2.2154,0.0111,0.1585,1.2311,1.3583,1.5059,0.3051,0.5719,0.8413,1.5438,-0.0995,1.5056,1.2786,0.3926,0.7577,-0.1573,-0.4352,-0.2426,0.1576,0.8565,-0.1378,1.094,2.0385,0.888,-0.0664,-0.0451,0.4602,-1.8736,0.8596,0.0335,-0.8966
0.7948,-0.4479,-0.2627,2.0003,1.2676,0.9534,0.72,-0.5761,-0.2728,2.6252,0.806,-0.3698,0.878,-1.2311,0.3926,0.2544,0.5357,0.1428,1.8926,-0.4804,-0.2733,0.1054,0.0413,0.4948,0.1947,0.7426,0.3682,0.1998,-0.4218,1.1557,0.825,0.1984,-0.0016,0.6515,0.0793,-0.7802,0.9116,0.4577,-0.1419,0.0441,1.2796,-0.3594,0.2815,-0.7464,-0.5637,-0.9726,-0.6861,0.0738,-1.0204
0.9358,-0.1182,-0.2573,0.4345,0.5584,0.2387,0.6036,-0.1969,-0.8392,-0.3155,1.7857,-0.8078,1.1016,-1.2769,-0.9022,-0.469,1.5888,-0.1639,0.0018,0.3643,-0.3002,0.2795,0.2524,-0.1623,0,0.1066,-0.1899,-0.1391,-0.4551,-0.3774,0.8929,-1.1806,0.6715,0.7092,0.9829,0.1113,0.7652,-0.0233,0.4523,-1.3687,0.4756,-0.2272,0.5689,-0.02,-1.2491,-0.4957,-0.7046,-0.0914,-0.9516
1.4396,-0.5899,-0.9632,-0.4796,-0.3518,-0.0634,0.3429,-0.0208,-0.004,-1.4416,1.6277,-2.4277,0.9424,-0.9956,-0.7654,-0.183,0.6284,-0.5019,-0.9278,-0.025,0.5779,0.7377,0.7035,0.1156,-0.9842,-0.9104,0.4384,0.1416,-0.1577,0.0737,0.1235,-1.1654,0.0839,0.1703,0.6934,0.7509,0.0706,-0.3169,0.9553,-1.5912,-0.6195,-0.2611,-0.3104,0.3968,0.6145,-0.2349,0.4334,0.5767,-0.2092
0.669,-0.874,-0.4906,-0.5825,-0.3297,1.0917,-0.037,-0.7855,0.4197,0.1238,-0.7801,-1.977,1.1512,-0.5235,-0.3659,0.4164,-0.3247,-0.4353,-0.8707,-0.8472,0.2908,0.735,0.8101,1.6498,-1.0343,-0.5237,0.1624,-0.17,-0.006,0.5572,-0.7806,-0.1744,-0.6823,-1.0314,-0.092,0.9306,-0.3632,0.4836,0.4803,-0.6483,-1.9386,-0.7519,-1.1536,-0.338,1.6974,-0.6023,0.8112,0.4928,-0.0524
0.7598,-0.0623,-0.4429,-0.4911,0.6464,1.3548,0.9786,-1.0914,1.3641,0.1523,-1.2668,-1.085,1.3357,-0.3029,0.2252,0.4088,-0.9587,-0.0706,-0.5447,-1.1728,-0.71,-0.7,0.6296,0.3936,-0.7444,0.9823,0.2634,-0.0491,0.3646,1.4597,0.0179,0.5009,0.5736,-1.2475,-0.4232,1.2578,-0.3128,0.5702,0.305,-0.148,-1.3484,-1.1442,-0.9291,-0.2608,0.6517,-0.5253,1.307,-0.0893,0.251
0.5811,-0.6216,-0.1371,-0.6852,0.2076,-0.2391,1.1079,-0.4222,1.7879,-0.6319,-1.2194,-1.2426,0.885,-0.5027,0.0689,-0.2939,-0.017,0.1693,0.6325,-1.1728,-0.8483,-1.825,0.102,0.8143,-1.074,1.1096,0.4328,-0.6053,0.5772,1.2147,0.0631,0.7949,1.1503,-1.297,-1.524,1.7669,-0.4465,-1.3399,0.0138,0.5502,-1.2702,-0.4527,-1.0897,0.5227,0.9112,0.1864,1.1898,-0.5424,0.7952
0.3203,-1.1247,-0.6264,-0.8337,-1.0426,0.0562,2.158,-0.8787,1.46,0.2641,-1.6131,-2.0083,0.592,-0.685,-0.3999,-0.3137,0.9201,-0.173,0.7671,-1.0963,-1.4985,-1.0955,1.0234,2.011,-1.9418,0.6563,0.0256,-0.6533,0.3022,1.3397,1.029,-0.7676,0.3845,-1.4392,-2.5162,1.8578,-0.8752,-1.2353,-0.361,0.9539,-0.801,-0.0035,-0.9567,0.0784,0.7609,-0.8271,0.9446,-0.23,0.2204
