[-0.0182729,0.008803729,-0.008761525,-0.01101624,0.004316026,-0.001751206,0.006126159,0.01374667,0.01031451,0.005627558,0.00962346,0.008391226,-0.001511784,0.01476755,0.003049964,0.02652776,0.01671633,-0.008092852,-0.003779677,0.01014193],
[-0.2195682,0.09440991,-0.11295,-0.1697425,0.04201664,-0.02534017,0.07219264,0.1615059,0.122575,0.07654774,0.1280258,0.1166663,-0.03718962,0.1926468,0.04591987,0.3480451,0.216778,-0.0856605,-0.04580837,0.1377932],
[-0.4305053,0.2078173,-0.2673711,-0.6499724,0.01017378,-0.09380188,0.08009401,0.2128093,0.2982035,0.2355651,0.3204811,0.38567,-0.2641042,0.5005427,0.1834209,0.970116,0.6479827,-0.09844296,-0.1206817,0.4491246],
[-0.2698955,0.2754041,-0.4778665,-1.139169,-0.04774219,-0.05070683,-0.3999471,-0.08025538,0.467773,0.3419763,0.5179192,0.7796566,-0.5138181,0.6024887,0.3610791,1.304224,1.199479,0.2294807,-0.2487886,0.6887341],
[0.1148055,0.3519007,-0.8209233,-1.233172,0.025334,0.2652006,-1.257031,-0.424318,0.4680229,0.2924842,0.7459128,1.114332,-0.512662,0.5201187,0.4776673,1.065094,1.591909,0.8361218,-0.3272486,0.576294],
[0.398752,0.4720827,-1.227192,-1.074627,0.2964325,0.5227664,-1.981454,-0.5478351,0.1058762,0.2098139,0.9159636,1.150279,-0.1757714,0.3097618,0.6279479,0.5686758,1.617939,1.255175,-0.1388263,0.2256124],
[0.5140721,0.572407,-1.663166,-0.7941922,0.507812,0.2661435,-2.045044,-0.7463137,-0.3143064,0.1696955,0.8950973,0.9902713,0.2258973,0.203613,0.9463078,0.2874002,1.281341,1.328383,0.2379203,-0.2465324],
[0.4196676,0.6416133,-2.059809,-0.5199894,0.3990706,-0.4096064,-1.112384,-1.075044,-0.2337521,0.1544525,0.6820525,0.7842628,0.3228819,0.434539,1.170429,0.08814796,0.7626688,1.081598,0.5656007,-0.8725369],
[0.3127485,0.4451859,-2.306756,-0.5644619,0.244599,-1.039314,0.1073185,-1.075611,0.6031317,0.2124109,0.4969566,0.7207869,0.1418656,0.6828485,1.003277,-0.369555,0.2494112,0.7378997,0.6881626,-1.491027],
[0.476759,0.1929855,-2.20919,-0.8457719,0.2632046,-1.098991,0.6622279,-0.6149978,1.502567,0.3028949,0.4259082,0.9509302,0.07489865,0.6311482,0.5063607,-0.8671895,-0.1973232,0.3406779,0.6152951,-1.855396],
[0.6670881,0.2695411,-1.3636,-0.8322656,0.2552174,-0.6106101,0.7059837,0.007015338,2.019585,0.2304356,0.375928,1.140296,0.191933,0.233503,-0.1608473,-0.974958,-0.4587658,-0.1525051,0.466144,-1.744513],
[0.673137,0.5541284,-0.3136376,-0.2785125,0.2066964,-0.2740589,0.5260204,0.5037385,2.057659,-0.01608731,0.2244594,1.105065,0.2975735,-0.2531437,-0.734008,-0.6951042,-0.3457446,-0.3936332,0.4838629,-1.324044],
[0.5364152,0.5805637,0.05958653,0.2378214,0.1208123,-0.4006951,0.1303328,0.6803675,1.579186,-0.2633875,0.1712353,1.191093,0.3237588,-0.5133608,-0.8507624,-0.5964372,0.02318556,-0.03311536,0.6404641,-1.113034],
[0.2367461,0.2001098,-0.01146811,0.4057023,-0.02234742,-0.6802506,-0.2886364,0.515583,0.7237676,-0.6230473,0.7551419,1.484847,0.2627608,-0.6844416,-0.5175988,-0.6963385,0.3360684,0.5779279,0.566388,-1.161858],
[-0.1920556,-0.5509962,-0.2057447,0.1910337,-0.1574725,-0.7175267,-0.3640102,0.1650212,-0.2413745,-1.164438,1.664466,1.562668,0.4185985,-1.114464,-0.3026756,-0.907496,0.4411216,0.7217875,0.2216683,-1.293708],
[-0.697253,-1.516678,-0.5822019,-0.2004542,-0.3043655,-0.5709148,0.139358,-0.1368514,-0.8975522,-1.526231,2.045925,1.393783,0.8810133,-1.566533,-0.4911587,-1.00896,0.3006322,0.350377,-0.06485902,-1.2329],
