[-0.009918332,-0.01134908,0.008244091,-0.01942193,0.002932918,-0.002512959,0.000392147,-0.01402848,0.02796696,-0.01445048],
[-0.1369439,-0.1583488,0.09799662,-0.2688057,0.04420365,-0.04691845,0.009723535,-0.1611021,0.3608864,-0.1930823],
[-0.4382483,-0.5358699,0.2754438,-0.8843301,0.173253,-0.2854592,0.08410007,-0.2767757,1.004272,-0.5614603],
[-0.8981037,-0.938396,0.5577992,-1.678787,0.1693215,-0.8225591,0.2660146,0.04660204,1.330831,-0.8886212],
[-1.320938,-1.160513,0.8200861,-2.389893,-0.07252951,-1.433738,0.001763796,0.2901508,1.026725,-0.9444897],
[-1.422588,-0.871019,0.7559934,-2.758384,-0.4901423,-1.701485,-0.8454491,0.08411483,0.4100258,-0.5111735],
[-1.187759,-0.1922866,0.3047666,-2.641473,-1.23993,-1.441476,-1.706846,-0.1471476,-0.1178933,0.2704829],
[-0.7721739,0.215179,-0.3472093,-2.288395,-2.272041,-0.7903494,-1.84948,0.02719027,-0.2917479,0.6219604],
[-0.2886005,0.3468868,-0.979719,-2.062322,-3.309832,0.100517,-1.10544,0.4216885,-0.03518754,0.1283257],
[0.2510217,0.4391052,-1.522318,-1.692459,-3.789897,0.8628493,-0.6043912,0.4217295,0.3015249,-0.7636466],
[1.085911,0.6001813,-1.797487,-0.9772029,-2.796771,1.229299,-0.5901233,-0.09762664,0.3576623,-1.490281],
[1.993241,0.9781962,-1.404923,-0.1377534,-1.448709,1.191004,-0.6789328,-0.7421876,0.105061,-1.681201],
[2.530867,1.408236,-0.05382914,0.7595568,-0.8871692,0.7431092,-0.6713372,-0.856897,-0.1162491,-1.512252],
[2.653803,1.577723,1.083445,1.239361,-0.703906,0.141391,-0.5433123,-0.2464587,-0.01504453,-1.400704],
[2.31561,1.545885,1.178939,1.107404,-0.346998,-0.2669108,-0.5071674,0.2245671,0.1216497,-1.144621],
[1.558728,1.504987,0.6755767,0.8080674,0.05909371,-0.5475383,-0.5325657,0.09411391,-0.05951246,-0.4728408],
[0.530694,1.458496,0.08236586,0.6496515,0.2305356,-0.7886376,-0.3345792,-0.1532448,-0.3357159,0.2075152],
[-0.5143968,1.104999,-0.1890258,0.3707466,0.1735424,-0.7869631,-0.02193057,-0.1094254,-0.5121167,0.3836738],
[-1.268736,0.1817891,0.09246774,-0.1131376,-0.09648071,-0.7864652,0.2383151,0.1634762,-0.6936584,0.1627484],
[-1.526703,-1.081584,0.6703005,-0.6391495,-0.4185017,-0.9727021,0.4638706,0.5604901,-0.6756161,-0.1178918],
[-1.360577,-2.329156,0.8737769,-0.7752501,-0.4972361,-0.988788,0.5641519,0.9507788,-0.2718511,-0.4056919],
[-1.08542,-3.302462,0.5931773,-0.2780178,-0.1303272,-0.5059716,0.5202555,1.187276,0.136089,-0.4831429],
[-1.033635,-3.422195,0.08803116,0.05624302,0.4040552,0.3773475,0.314038,1.381398,0.2092278,-0.03937582],
[-1.109479,-2.529401,-0.3934156,0.04116135,0.5734236,1.041109,0.00803499,1.492964,0.07649589,0.3742139],
[-0.8143879,-1.281675,-0.3971713,-0.2165084,0.2496338,1.135293,-0.2906465,1.390679,0.04863447,0.3335057],
[-0.2065148,-0.1770714,0.2823642,-0.6673043,-0.2697703,0.8665999,-0.6033687,1.039043,0.1928121,0.09650595],
[0.02156836,0.2744806,0.8338933,-0.8954981,-0.835629,0.5317716,-0.9495014,0.3495458,0.3878059,-0.1114132],
[-0.1639211,0.1579363,0.7884879,-0.5088782,-1.494498,0.04284253,-1.094093,-0.4968332,0.390133,-0.3592877],
[-0.3765461,-0.01314614,0.3352188,0.194511,-1.91021,-0.5923662,-0.8179001,-1.108729,-0.00285326,-0.4882816],
[-0.4234765,0.04680732,-0.1561232,0.8461674,-1.715676,-0.8686586,-0.4932588,-1.141915,-0.8088828,-0.1453206],
[-0.4137808,0.161668,-0.5727521,1.109512,-1.105108,-0.4200203,-0.4707802,-0.824566,-1.523803,0.4499379],
[-0.3631107,0.425462,-1.031075,0.8325252,-0.3256586,0.2657172,-0.5916994,-0.514052,-1.215268,0.9237368],
[-0.03298248,0.9341993,-1.167579,0.3396173,0.3580946,0.7220373,-0.6244197,-0.09558553,-0.2755282,0.9481659],
[0.5412332,1.534093,-0.5660494,-0.1275145,0.7061107,0.7680558,-0.4022072,0.2650058,0.3556904,0.4600857],
[0.8103241,1.974091,0.2035236,-0.4675655,0.7977094,0.3439062,-0.07241152,0.3300627,0.6757159,-0.157431],
[0.5380146,1.974441,0.6407065,-0.537505,0.9019425,-0.09588671,-0.03505919,0.294447,0.7256014,-0.3348094],
[-0.09429678,1.547742,0.6380631,-0.4490807,1.23815,-0.2053947,-0.1409918,0.5305815,0.4071435,0.2832966],
[-0.5898949,0.9538519,0.2437871,-0.4044837,1.586316,-0.3547752,-0.2772113,1.037441,0.07125065,0.9960591],
[-0.5507862,0.6756872,-0.1455053,-0.3841746,1.479127,-0.6814139,-0.4667151,1.24504,0.2106745,1.20126],
[-0.2507522,0.9271656,-0.4592807,-0.1670437,0.9413712,-0.9030226,-0.4308928,0.8866965,0.5261083,0.9485586],
